,cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,ntrcdsm,cd3less,cd3t12s,cd1t3s,cdov3s,ntrtmlg,cd3les,cd3t12,cd1t3,cdov3
3591,26555,4396,1013070,3960897.0,NORWOOD CO-OPERATIVE BANK,Norwood,MA,2062,12/31/2016,8/17/2020,SB,11 Central St.,1889 BCORP MHC,1,0,0,4,0,Norfolk,14460.0,"Boston-Cambridge-Newton, MA-NH",1/1/1889,2/13/1986,3/31/2010,Stock,0,0,FDIC,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,1,https://norwoodbank.com/,86966.0,11028.0,27045.0,33533.0,15360.0,93299,8137.0,23870.0,42931.0,18361.0
3592,8094,10555,253646,1204841.0,NSB BANK,Mason City,IA,50401,12/31/2016,8/17/2020,NM,"2650 4th St, S.W.",NORTHWOOD FINL SERVICES CORP,3,0,0,2,1,Cerro Gordo,,,1/1/1933,1/1/1934,2/1/2013,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1,www.nsbbank.com,10964.0,3256.0,4860.0,2289.0,559.0,8890,687.0,2165.0,5937.0,101.0
3593,29875,4242,1012671,2460569.0,NVE BANK,Englewood,NJ,7631,12/31/2016,8/17/2020,SB,70-76 Engle St.,NVE BCORP MHC,13,0,0,4,0,Bergen,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",1/1/1887,12/10/1938,5/4/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,www.nve.bank,71226.0,10921.0,28106.0,16267.0,15932.0,30175,2699.0,14476.0,4383.0,8617.0
3594,16438,12393,893640,3867464.0,NXT BANK,Central City,IA,52214,12/31/2016,8/17/2020,NM,59 4th St. N.,NXT BCORP INC,6,0,0,4,0,Linn,16300.0,"Cedar Rapids, IA",6/15/1946,6/15/1946,1/20/2016,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.nxtbank.net,34572.0,4105.0,13355.0,16850.0,262.0,58596,8840.0,21760.0,27391.0,605.0
3595,8295,12745,955940,1143968.0,O'BANNON BANKING COMPANY,Buffalo,MO,65622,12/31/2016,8/17/2020,NM,1347 S. Ash St.,BUFFALO BANCSHARES INC,6,0,0,2,0,Dallas,44180.0,"Springfield, MO",11/20/1905,1/1/1934,2/4/2016,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Springfield Mo,St. louis,Western,West,0,1,http://www.obannonbank.com,29607.0,6394.0,11940.0,6808.0,4465.0,19873,7464.0,5595.0,3851.0,2963.0
3596,35333,0,2857600,2857598.0,OAK BANK,Fitchburg,WI,53711,12/31/2016,8/17/2020,NM,5951 Mckee Rd.,OAK FINANCIAL INC,1,0,0,4,0,Dane,31540.0,"Madison, WI",8/14/2000,8/14/2000,7/25/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1,HTTP://WWW.OAKBANKONLINE.COM,10407.0,2481.0,4304.0,3082.0,540.0,17907,3092.0,7013.0,7016.0,786.0
3597,20226,14477,12937,1201644.0,OAK BANK,Chicago,IL,60611,12/31/2016,8/17/2020,NM,1000 N. Rush St.,RUSH-OAK CORP,1,0,0,4,0,Cook,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",7/31/1970,7/31/1970,11/3/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,,8180.0,3192.0,3996.0,753.0,239.0,34004,15856.0,15468.0,2680.0,0.0
3598,8355,0,661858,1061156.0,OAK CREEK VALLEY BANK,Valparaiso,NE,68065,12/31/2016,8/17/2020,NM,108 W. 2nd St.,JONES NATIONAL CORP,1,0,0,2,1,Saunders,36540.0,"Omaha-Council Bluffs, NE-IA",3/4/1899,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,Western,0,1,,16743.0,8448.0,3924.0,4082.0,289.0,7157,4234.0,2100.0,823.0,0.0
3599,33457,15881,1864197,3726440.0,OAK VALLEY COMMUNITY BANK,Oakdale,CA,95361,12/31/2016,8/17/2020,SM,125 N. 3rd Ave.,OAK VALLEY BCORP,17,0,0,4,0,Stanislaus,33700.0,"Modesto, CA",5/28/1991,5/28/1991,4/14/2016,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Sacramento,San Francisco,Western,Western,0,1,http://www.ovcb.com,17602.0,4772.0,8967.0,3839.0,23.0,36796,9795.0,16423.0,10578.0,0.0
3600,58827,0,3816190,,OAK VIEW NATIONAL BANK,Warrenton,VA,20186,12/31/2016,8/17/2020,N,128 Broadview Ave.,,3,0,0,4,0,Fauquier,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6/8/2009,6/8/2009,6/8/2009,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,WWW.OAKVIEWBANK.COM,22107.0,2031.0,4289.0,12428.0,3359.0,32606,4381.0,7386.0,15929.0,4910.0
3601,11300,0,332345,,OAKDALE STATE BANK,Oakdale,IL,62268,12/31/2016,8/17/2020,NM,86 N. Weigh St.,,1,0,0,2,0,Washington,,,12/28/1920,1/1/1934,7/2/2007,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1,www.oakdalestatebank.com,3484.0,518.0,1673.0,1293.0,0.0,2400,324.0,1851.0,225.0,0.0
3602,58115,0,3374412,3376452.0,OAKSTAR BANK,Springfield,MO,65807,12/31/2016,8/17/2020,SM,1020 E. Battlefield Rd.,OAKSTAR BANCSHARES INC,7,0,0,4,0,Greene,44180.0,"Springfield, MO",10/24/2005,10/24/2005,10/1/2016,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Springfield Mo,St. louis,Western,West,0,1,WWW.OAKSTARBANK.COM,48607.0,13876.0,22765.0,8170.0,3796.0,112438,38420.0,51538.0,19556.0,2924.0
3603,58783,0,3720608,4503910.0,OAKWORTH CAPITAL BANK,Birmingham,AL,35209,12/31/2016,8/17/2020,NM,"2100a Southbridge Parkway, #",OAKWORTH CAPITAL INC,3,0,0,4,0,Jefferson,13820.0,"Birmingham-Hoover, AL",3/31/2008,3/31/2008,2/24/2011,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1,www.oakworthcapital.com,3144.0,828.0,2030.0,136.0,150.0,32853,6260.0,25431.0,710.0,452.0
3604,24156,0,663834,1136661.0,OCEAN BANK,Miami,FL,33126,12/31/2016,8/17/2020,NM,780 N.W. 42nd Ave.,OCEAN BANKSHARES INC,21,0,0,4,0,Miami-Dade,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",12/9/1982,12/9/1982,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,www.oceanbank.com,229931.0,50500.0,129774.0,41982.0,7675.0,685000,116489.0,413757.0,138896.0,15858.0
3605,28359,1437,85472,2609975.0,OCEANFIRST BANK,Toms River,NJ,8753,12/31/2016,8/17/2020,SA,975 Hooper Ave.,OCEANFIRST FINANCIAL CORP,62,0,0,4,0,Ocean,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",1/1/1902,3/14/1938,11/30/2016,Stock,0,1,OCC,DIF,New York,NEW YORK,Jamesburg,Philadelphia,Northeastern,Northeast,0,1,www.oceanfirst.com,376802.0,67735.0,154998.0,104480.0,49589.0,268951,52549.0,98537.0,76630.0,41235.0
3606,30111,4769,853671,4234054.0,OCONEE FEDERAL SAVINGS AND LOAN ASSOCIATION,Seneca,SC,29678,12/31/2016,8/17/2020,SA,115 E. N. 2nd St.,OCONEE FEDERAL MHC,7,0,1,5,0,Oconee,,,1/1/1924,9/26/1940,12/1/2014,Non-Stock,0,0,OCC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,www.oconeefederal.com,135606.0,34946.0,69194.0,28057.0,3409.0,75171,18664.0,36738.0,12699.0,7070.0
3607,18143,11902,573036,2729499.0,OCONEE STATE BANK,Watkinsville,GA,30677,12/31/2016,8/17/2020,NM,35 N. Main St.,OCONEE FINANCIAL CORP,4,0,0,4,0,Oconee,12020.0,"Athens-Clarke County, GA",2/1/1960,2/1/1960,8/1/2013,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Atlanta,Atlanta,Southern,Southeast,0,1,www.oconeestatebank.com,30571.0,6021.0,13713.0,6829.0,4008.0,31170,6497.0,8066.0,7590.0,9017.0
3608,14574,0,876157,3072594.0,ODIN STATE BANK,Odin,MN,56160,12/31/2016,8/17/2020,NM,101 E. Main St.,ODIN BANCSHARES INC,1,0,0,2,1,Watonwan,,,6/9/1904,3/28/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,www.odinstatebank.com,12150.0,1594.0,4315.0,5870.0,371.0,6829,1963.0,2234.0,2129.0,503.0
3609,58231,0,3447772,,OHANA PACIFIC BANK,Honolulu,HI,96814,12/31/2016,8/17/2020,NM,"1357 Kapiolani Blvd, # 102",,2,0,0,4,0,Honolulu,46520.0,"Urban Honolulu, HI",6/1/2006,6/1/2006,8/11/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,1,www.ohanapacificbank.com,11045.0,2995.0,4450.0,3041.0,559.0,33043,10345.0,12771.0,9183.0,744.0
3610,10111,13556,761543,1200311.0,OHNWARD BANK & TRUST,Cascade,IA,52033,12/31/2016,8/17/2020,NM,332 1st Ave. W.,OHNWARD BANCSHARES INC,7,0,0,2,0,Dubuque,20220.0,"Dubuque, IA",2/28/1903,1/1/1934,10/23/2009,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.ohnwardbank.bank,31808.0,5439.0,12650.0,9527.0,4192.0,38772,6704.0,20738.0,7009.0,4321.0
3611,57850,0,3338357,4534101.0,OJAI COMMUNITY BANK,Ojai,CA,93023,12/31/2016,8/17/2020,NM,402 W. Ojai Ave.,OCB BCORP,4,0,0,4,0,Ventura,37100.0,"Oxnard-Thousand Oaks-Ventura, CA",3/3/2005,3/3/2005,8/11/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Los Angeles (West),San Francisco,Western,Western,0,1,,11764.0,4590.0,5134.0,1982.0,58.0,12788,4909.0,7071.0,697.0,111.0
3612,4067,14509,159953,1065613.0,OKLAHOMA BANK AND TRUST COMPANY,Clinton,OK,73601,12/31/2016,8/17/2020,NM,600 Gary Blvd.,OKLAHOMA BCORP INC,4,0,0,2,1,Custer,,,3/2/1908,1/1/1934,5/13/2015,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,https://www.oklabank.com,16457.0,5382.0,9570.0,1388.0,116.0,26497,10252.0,15095.0,800.0,350.0
3613,18856,53452,284154,4877246.0,OKLAHOMA CAPITAL BANK,Tulsa,OK,74156,12/31/2016,8/17/2020,SM,6555 N. Peoria St.,ESSAY BANK HOLDINGS LLC,3,0,0,4,0,Tulsa,46140.0,"Tulsa, OK",8/10/1963,8/10/1963,8/1/2016,Stock,0,0,FED,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,www.oklahomacapitalbank.com,6261.0,2748.0,2172.0,1341.0,0.0,60103,11215.0,28587.0,19596.0,705.0
3614,22855,53410,709956,,OKLAHOMA HERITAGE BANK,Roff,OK,74865,12/31/2016,8/17/2020,NM,Main &9th St.,,4,0,0,8,0,Pontotoc,,,5/7/1979,5/7/1979,8/25/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,http://www.okheritage.com,10346.0,2694.0,5241.0,2411.0,0.0,39118,10336.0,18161.0,10621.0,0.0
3615,15611,0,285759,1059797.0,OKLAHOMA STATE BANK,Vinita,OK,74301,12/31/2016,8/17/2020,NM,120 W. Canadian St.,OKLAHOMA STATE BANCSHARES INC,3,0,0,4,1,Craig,,,7/13/1938,8/19/1938,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,http://www.okstatebank.com,18233.0,4142.0,5764.0,6523.0,1804.0,41135,11669.0,8304.0,15207.0,5955.0
3616,5994,0,905356,2725660.0,OKLAHOMA STATE BANK,Guthrie,OK,73044,12/31/2016,8/17/2020,NM,2610 S. Division Ave.,TOWN&COUNTRY BANCSHARES LLC,3,0,0,4,0,Logan,36420.0,"Oklahoma City, OK",1/1/1909,1/1/1934,10/19/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,www.osbbank.com,7506.0,1561.0,3056.0,2611.0,278.0,54423,15371.0,22728.0,15827.0,497.0
3617,13416,0,324256,1065864.0,OKLAHOMA STATE BANK,Buffalo,OK,73834,12/31/2016,8/17/2020,NM,122 S. Hoy St,BUFFALO BANCSHARES INC,2,0,0,2,1,Harper,,,2/10/1930,1/2/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,www.osbbuffalo.com,7861.0,3689.0,4163.0,9.0,0.0,4957,2635.0,2322.0,0.0,0.0
3618,58504,0,3610718,,OLD DOMINION NATIONAL BANK,North Garden,VA,22959,12/31/2016,8/17/2020,N,"4916 Plank Rd, # 216",,2,0,0,4,0,Albemarle,16820.0,"Charlottesville, VA",7/23/2007,7/23/2007,6/20/2014,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,https://www.odnbonline.com,7213.0,280.0,1037.0,2625.0,3272.0,12681,0.0,662.0,3883.0,8136.0
3619,27599,0,1401387,3200221.0,OLD LINE BANK,Bowie,MD,20716,12/31/2016,8/17/2020,NM,1525 Pointer Ridge Pl.,OLD LINE BANCSHARES INC,21,0,0,4,0,Prince Georges,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",9/28/1989,9/28/1989,12/5/2015,Stock,0,0,FDIC,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,,147957.0,20894.0,53642.0,46016.0,27406.0,312638,48058.0,128839.0,79274.0,56467.0
3620,35303,0,2839053,2839044.0,OLD MISSION BANK,Sault Sainte Mar,MI,49783,12/31/2016,8/17/2020,NM,2701 1-75 Business Spur,OLD MISSION BCORP INC,2,0,0,4,0,Chippewa,,,2/7/2000,2/7/2000,12/31/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Grand Rapids,Minneapolis,Central,Central,0,1,www.oldmissionbank.com,18284.0,7160.0,3134.0,6572.0,1418.0,12122,4086.0,2687.0,3785.0,1564.0
3621,8252,0,2785646,2816803.0,OLD MISSOURI BANK,Springfield,MO,65807,12/31/2016,8/17/2020,SM,3570 S. National,JAMESMARK BANCSHARES INC,5,0,0,2,0,Greene,44180.0,"Springfield, MO",4/13/1883,1/1/1934,3/19/2016,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Springfield Mo,St. louis,Western,West,0,1,http://www.oldmissouribank.com,64372.0,8973.0,28434.0,26115.0,850.0,116517,12239.0,40793.0,56784.0,6701.0
3622,3832,15401,208244,1098303.0,OLD NATIONAL BANK,Evansville,IN,47708,12/31/2016,8/17/2020,N,1 Main St.,OLD NATIONAL BCORP,215,0,1,4,0,Vanderburgh,21780.0,"Evansville, IN-KY",8/27/1907,1/1/1934,5/1/2016,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Indianapolis,St. louis,Central,Central,0,0,www.oldnational.com,913501.0,229296.0,309323.0,261152.0,113730.0,550843,146157.0,209648.0,137045.0,57993.0
3623,58314,0,3404207,2260406.0,"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION",New Lenox,IL,60451,12/31/2016,8/17/2020,N,280 Veterans Pkwy,WINTRUST FINANCIAL CORP,14,0,1,4,0,Will,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",3/16/2006,3/16/2006,11/15/2015,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,0,www.oldplanktrailbank.com,137719.0,21473.0,61398.0,44969.0,9879.0,105594,14403.0,43698.0,42600.0,4893.0
3624,3603,14165,936136,1206911.0,OLD SECOND NATIONAL BANK,Aurora,IL,60506,12/31/2016,8/17/2020,N,37-39 S. River St.,OLD SECOND BCORP INC,25,0,0,4,0,Kane,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",11/21/1887,1/1/1934,2/9/2008,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,http://www.oldsecond.com,228993.0,53868.0,99705.0,46797.0,28623.0,173255,46024.0,76490.0,31924.0,18817.0
3625,34171,0,2391588,3153260.0,OLMSTED NATIONAL BANK,Rochester,MN,55901,12/31/2016,8/17/2020,N,975 34th Ave. Nw,OLMSTED HOLDING CORP,2,0,0,4,1,Olmsted,40340.0,"Rochester, MN",5/9/1996,5/9/1996,4/10/2006,Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,www.bankononb.com,9221.0,2850.0,3309.0,2127.0,935.0,16767,1582.0,5024.0,8801.0,1360.0
3626,28599,1925,550279,,OLYMPIA FEDERAL SAVINGS AND LOAN ASSOCIATION,Olympia,WA,98507,12/31/2016,8/17/2020,SB,421 Capitol Way S,,8,0,0,5,0,Thurston,36500.0,"Olympia-Tumwater, WA",1/1/1906,12/7/1934,8/3/2015,Non-Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,www.olyfed.com,106926.0,11000.0,34643.0,40083.0,21200.0,85810,7491.0,21824.0,35055.0,21440.0
3627,8871,0,854548,,OMNIBANK,Bay Springs,MS,39422,12/31/2016,8/17/2020,NM,531 3rd St.,,3,0,0,4,0,Jasper,,,1/1/1907,1/1/1934,6/8/2015,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Jackson Ms,Atlanta,Southern,West,0,1,http://www.theomnibankonline.com,7368.0,2388.0,3194.0,791.0,996.0,4805,623.0,2731.0,547.0,904.0
3628,6078,0,95051,,ONE AMERICAN BANK,Centerville,SD,57014,12/31/2016,8/17/2020,NM,549 Broadway,,3,0,0,4,0,Turner,43620.0,"Sioux Falls, SD",1/1/1883,1/1/1934,5/1/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1,http://www.oneamericanbank.com,10950.0,1087.0,4501.0,3886.0,1476.0,17674,1720.0,5897.0,6857.0,3200.0
3629,17800,14448,568144,2571269.0,"ONE BANK & TRUST, NATIONAL ASSOCIATION",Little Rock,AR,72201,12/31/2016,8/17/2020,N,300 W. Capitol Ave.,ONEFINANCIAL CORP,7,0,0,4,0,Pulaski,30780.0,"Little Rock-North Little Rock-Conway, AR",8/30/1957,8/30/1957,3/31/2006,Stock,0,1,OCC,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Southeast,0,1,,61388.0,13318.0,24921.0,11846.0,11303.0,37813,3732.0,9954.0,12588.0,11539.0
3630,58811,18099,3807880,2037569.0,ONE SOUTH BANK,Chipley,FL,32428,12/31/2016,8/17/2020,NM,1385 Main St.,ONE SOUTH FINANCIAL INC,1,0,0,4,1,Washington,,,10/29/2008,10/29/2008,7/31/2012,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Tampa,Atlanta,Southern,Southeast,0,1,www.onefloridabank.com,3147.0,364.0,1620.0,977.0,186.0,15666,3657.0,6607.0,2912.0,2490.0
3631,57901,0,3296859,3311109.0,ONE WORLD BANK,Dallas,TX,75229,12/31/2016,8/17/2020,NM,2449 Walnut Hill Ln.,ONE WORLD HOLDING INC,1,0,0,4,0,Dallas,19100.0,"Dallas-Fort Worth-Arlington, TX",4/4/2005,4/4/2005,2/10/2012,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,https://oneworldbank.com,3627.0,996.0,2067.0,226.0,338.0,20046,2536.0,9582.0,5173.0,2755.0
3632,23966,9061,935308,,ONEUNITED BANK,Boston,MA,2110,12/31/2016,8/17/2020,NM,100 Franklin St,,6,0,1,4,0,Suffolk,14460.0,"Boston-Cambridge-Newton, MA-NH",8/2/1982,8/2/1982,8/20/2007,Stock,0,0,FDIC,DIF,New York,SAN FRANCISCO,Los Angeles (West),Boston,Northeastern,Northeast,0,1,https://www.oneunited.com/,78012.0,28258.0,37154.0,12124.0,477.0,157158,12674.0,77438.0,62291.0,4755.0
3633,10380,13267,248745,2128944.0,OOSTBURG STATE BANK,Oostburg,WI,53070,12/31/2016,8/17/2020,NM,905 Ctr. Ave.,OOSTBURG BCORP INC,2,0,0,4,0,Sheboygan,43100.0,"Sheboygan, WI",3/1/1908,1/1/1934,6/24/2014,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Milwaukee,Chicago,Central,Central,0,1,www.oostburgbank.com,30079.0,4753.0,13890.0,6486.0,4950.0,14736,1663.0,5317.0,4849.0,2907.0
3634,57944,0,3357219,4980409.0,OPEN BANK,Los Angeles,CA,90017,12/31/2016,8/17/2020,NM,"1000 Wilshire Blvd, # 100",OP BCORP,7,0,0,4,0,Los Angeles,31080.0,"Los Angeles-Long Beach-Anaheim, CA",6/10/2005,6/10/2005,2/15/2013,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Los Angeles (West),San Francisco,Western,Western,0,1,http://WWW.MYOPENBANK.COM,50524.0,21452.0,25928.0,3144.0,0.0,131111,28549.0,89665.0,12897.0,0.0
3635,30182,4902,685676,4126609.0,OPPORTUNITY BANK OF MONTANA,Helena,MT,59601,12/31/2016,8/17/2020,SM,1400 Prospect Ave.,EAGLE BCORP MONTANA INC,13,0,0,4,0,Lewis And Clark,,,1/1/1922,3/26/1942,11/30/2016,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.opportunitybank.com,76376.0,13148.0,39578.0,19821.0,3829.0,88902,22452.0,41383.0,20400.0,4667.0
3636,58699,0,3689385,,OPTIMA BANK & TRUST COMPANY,Portsmouth,NH,3801,12/31/2016,8/17/2020,NM,143 Daniel St.,,6,0,0,4,0,Rockingham,14460.0,"Boston-Cambridge-Newton, MA-NH",1/29/2008,1/29/2008,10/31/2016,Stock,0,0,FDIC,DIF,New York,NEW YORK,Concord,Boston,Northeastern,Northeast,0,1,,24740.0,2811.0,10634.0,6742.0,4553.0,140983,9983.0,77383.0,38613.0,15004.0
3637,35430,0,2953418,3251661.0,OPTIMUMBANK,Plantation,FL,33324,12/31/2016,8/17/2020,NM,10197 Cleary Blvd.,OPTIMUMBANK HOLDINGS INC,3,0,0,4,0,Broward,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",11/1/2000,11/1/2000,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,http://www.optimumbank.com,21879.0,4364.0,13592.0,3675.0,248.0,34846,4837.0,20401.0,9469.0,139.0
3638,57408,0,3202702,,"OPTUM BANK, INC.",Salt Lake City,UT,84120,12/31/2016,8/17/2020,NM,"2525 Lake Park Blvd, # 110",,1,0,0,9,0,Salt Lake,41620.0,"Salt Lake City, UT",7/21/2003,7/21/2003,6/29/2016,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Salt Lake City,San Francisco,Western,West,0,0,http://www.optumbank.com,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3639,33806,0,2047504,,OPUS BANK,Irvine,CA,92612,12/31/2016,8/17/2020,NM,"19900 Macarthur Blvd, 12th F",,57,0,1,4,0,Orange,31080.0,"Los Angeles-Long Beach-Anaheim, CA",5/20/1993,5/20/1993,8/4/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Orange,San Francisco,Western,Western,0,0,,149267.0,37217.0,71920.0,33344.0,6786.0,366064,97068.0,173464.0,81227.0,14305.0
3640,12944,14523,176101,3596009.0,ORANGE BANK &TRUST COMPANY,Middletown,NY,10940,12/31/2016,8/17/2020,SM,212 Dolson Ave,ORANGE COUNTY BCORP INC,12,0,0,4,0,Orange,39100.0,                                        39100,5/2/1892,1/1/1934,7/27/2016,Stock,0,1,FED,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,http://www.orangebanktrust.com,35102.0,12199.0,16482.0,6421.0,0.0,79890,26243.0,40803.0,12844.0,0.0
3641,57373,0,3125557,3392881.0,OREGON COAST BANK,Newport,OR,97365,12/31/2016,8/17/2020,NM,909 Se Bay Blvd.,OREGON COAST BANCSHARES INC,6,0,0,2,1,Lincoln,,,7/8/2002,7/8/2002,8/10/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Portland,San Francisco,Western,West,0,1,www.oregoncoastbank.com,17357.0,7137.0,7482.0,2712.0,26.0,15462,5439.0,6504.0,3519.0,0.0
3642,22334,14075,247140,1207516.0,OREGON COMMUNITY BANK,Oregon,WI,53575,12/31/2016,8/17/2020,SM,733 N. Main St.,OREGON BCORP INC,3,0,0,4,0,Dane,31540.0,"Madison, WI",9/15/1976,9/15/1976,12/30/2014,Stock,0,1,FED,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1,http://www.oregoncommunitybank.com,37870.0,9359.0,19222.0,7603.0,1686.0,22462,2974.0,9693.0,8061.0,1734.0
3643,23007,10782,160360,3152423.0,OREGON PACIFIC BANKING COMPANY DBA OREGON PACIFIC BANK,Florence,OR,97439,12/31/2016,8/17/2020,SM,1355 Hwy. 101,OREGON PACIFIC BCORP,6,0,0,4,0,Lane,21660.0,"Eugene, OR",12/17/1979,12/17/1979,3/31/2006,Stock,0,1,FED,DIF,San Francisco,SAN FRANCISCO,Portland,San Francisco,Western,West,0,1,https://www.opbc.com,10124.0,2437.0,4343.0,2675.0,669.0,10045,2565.0,4315.0,3165.0,0.0
3644,19118,15949,900258,4437426.0,OREGON TRAIL BANK,Guernsey,WY,82214,12/31/2016,8/17/2020,SM,17 N. Wyoming Ave.,BANNER CNTY BAN EMPLOYEE STK OWNERSHIP PLAN&TR,3,0,0,4,1,Platte,,,5/16/1964,5/16/1964,3/31/2006,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Kansas City,Western,West,0,1,,3073.0,988.0,1405.0,670.0,10.0,5507,1103.0,3389.0,1015.0,0.0
3645,31469,7034,245276,2490575.0,ORIENTAL BANK,San Juan,PR,918,12/31/2016,8/17/2020,NM,254 Munoz Rivera Ave.,OFG BCORP,0,0,0,9,0,San Juan,41980.0,"San Juan-Carolina-Caguas, PR",3/25/1965,3/25/1965,11/25/2013,Stock,0,1,FDIC,DIF,New York,NEW YORK,San Juan,New York,Northeastern,Southeast,50,1,http://www.orientalbank.com,894268.0,167425.0,324342.0,376848.0,25653.0,632536,110196.0,210206.0,266138.0,45996.0
