,cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
0,4829,0,746223,2706726.0,1880 BANK,Cambridge,MD,21613,6/30/2020,8/17/2020,SM,304 High St.,DELMARVA BANCSHARES INC,6,0,0,4,0,Dorchester,,,1/1/1880,1/1/1934,7/16/2015,Stock,0,1,FED,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,www.1880bank.com,29524.0,20598.0,6391.0,13517.0,18404.0,11811.0,13738.0,571.0,9597.0,2474.0,1096.0
1,57899,0,3317192,4526496.0,1ST ADVANTAGE BANK,Saint Peters,MO,63376,6/30/2020,8/17/2020,NM,240 Salt Lick Rd.,BANC INVESTORS LLC,1,0,0,4,0,Saint Charles,41180.0,"St. Louis, MO-IL",1/31/2005,1/31/2005,9/10/2010,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1,www.1stadvantagebank.com,14109.0,17087.0,8362.0,17092.0,5060.0,682.0,10015.0,4705.0,4303.0,1007.0,0.0
2,22039,0,564856,1128415.0,1ST BANK,Broadus,MT,59317,6/30/2020,8/17/2020,SM,201 N. Wilbur Ave,1ST UNITED BCORP INC,1,0,0,2,1,Powder River,,,6/9/1975,6/9/1975,2/23/2018,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.our1stbank.com,3387.0,3060.0,1433.0,4203.0,614.0,197.0,1498.0,0.0,687.0,811.0,0.0
3,4122,0,350657,,1ST BANK IN HOMINY,Hominy,OK,74035,6/30/2020,8/17/2020,SM,117 N. Price,,1,0,0,8,1,Osage,46140.0,"Tulsa, OK",4/12/1906,1/1/1934,7/19/2019,Stock,0,0,FED,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.1stbankhominy.com,7484.0,5369.0,3678.0,7069.0,1971.0,135.0,2211.0,1040.0,1170.0,0.0,0.0
4,30367,5236,148470,3848427.0,1ST BANK OF SEA ISLE CITY,Sea Isle City,NJ,8243,6/30/2020,8/17/2020,SB,4301 Landis Ave.,SEA ISLE FINANCIAL CORP MHC,3,0,0,5,0,Cape May,36140.0,"Ocean City, NJ",1/1/1882,11/30/1948,9/19/2014,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,Philadelphia,Northeastern,Northeast,0,1,www.1stbankseaisle.com,11101.0,6532.0,5826.0,4982.0,5585.0,1240.0,10781.0,10261.0,0.0,520.0,0.0
5,57298,0,3048487,3559844.0,1ST BANK YUMA,Yuma,AZ,85364,6/30/2020,8/17/2020,NM,2799 S. 4th Ave.,WESTERN ARIZONA BCORP INC,5,0,0,4,0,Yuma,49740.0,"Yuma, AZ",9/4/2001,9/4/2001,3/2/2018,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Phoenix,San Francisco,Western,Western,0,1,http://www.1stbankyuma.com,10084.0,11805.0,6876.0,9554.0,4235.0,1225.0,12856.0,3870.0,4610.0,1436.0,2940.0
6,32487,8322,941653,1064791.0,1ST CAMERON STATE BANK,Cameron,MO,64429,6/30/2020,8/17/2020,NM,124 S. Walnut,C&M BANCSHARES INC,2,0,0,7,0,Clinton,28140.0,"Kansas City, MO-KS",8/11/1986,8/11/1986,6/29/2009,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.1stcameron.com,4491.0,1926.0,1647.0,2805.0,1232.0,733.0,1174.0,410.0,502.0,0.0,262.0
7,58485,0,3594797,,1ST CAPITAL BANK,Salinas,CA,93901,6/30/2020,8/17/2020,NM,"150 Main St, # 150, Salinas,",,6,0,0,4,0,Monterey,41500.0,"Salinas, CA",4/16/2007,4/16/2007,5/1/2017,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,1,www.1stcapital.bank,2946.0,6951.0,3508.0,5718.0,670.0,0.0,9134.0,5094.0,3201.0,839.0,0.0
8,35456,0,2920773,3118513.0,1ST COLONIAL COMMUNITY BANK,Collingswood,NJ,8108,6/30/2020,8/17/2020,NM,1040 Haddon Ave.,1ST COLONIAL BCORP INC,3,0,0,4,0,Camden,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6/29/2000,6/29/2000,2/3/2020,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,Philadelphia,Northeastern,Northeast,0,1,http://www.1stcolonial.com,43117.0,36888.0,20853.0,23008.0,29860.0,6284.0,38970.0,11503.0,21353.0,5034.0,1080.0
9,11706,12404,338945,1204083.0,1ST COMMUNITY BANK,Sherrard,IL,61281,6/30/2020,8/17/2020,NM,407 3rd St.,ILLINOIS HOLDING CO,2,0,0,2,1,Mercer,19340.0,"Davenport-Moline-Rock Island, IA-IL",1/1/1910,1/1/1934,10/15/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,http://www.1stcommunitybanks.com,10089.0,6118.0,2298.0,7685.0,5099.0,1125.0,5786.0,1767.0,3025.0,994.0,0.0
10,27552,10064,1412619,2784920.0,1ST CONSTITUTION BANK,Cranbury,NJ,8512,6/30/2020,8/17/2020,NM,2650 Rt. 130,1ST CONSTITUTION BCORP,27,0,0,4,0,Middlesex,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",7/24/1989,7/24/1989,11/8/2019,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,www.1stconstitution.com,89848.0,198379.0,96953.0,135149.0,51275.0,4850.0,41385.0,10111.0,22605.0,8091.0,578.0
11,34393,0,2531562,2531553.0,1ST EQUITY BANK,Skokie,IL,60076,6/30/2020,8/17/2020,NM,3956 W. Dempster St.,FIRST EQUITY CORP,1,0,0,4,1,Cook,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",6/9/1997,6/9/1997,5/5/2020,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.1stequitybank.net,16620.0,38718.0,8903.0,33695.0,10867.0,1873.0,6712.0,595.0,4730.0,1387.0,0.0
12,31410,6903,535575,3834710.0,"1ST FEDERAL SAVINGS BANK OF SC, INC.",Walterboro,SC,29488,6/30/2020,8/17/2020,SB,300 Robertson Blvd.,FIRST CAROLINA BANCSHARES M H C,2,0,0,5,0,Colleton,,,1/1/1962,8/9/1963,4/30/2018,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,www.1stfederalofsc.com,14368.0,8476.0,3181.0,15559.0,4002.0,102.0,3263.0,506.0,2202.0,555.0,0.0
13,1673,0,526452,,1ST FINANCIAL BANK USA,Dakota Dunes,SD,57049,6/30/2020,8/17/2020,NM,331 N. Dakota Dunes Blvd.,,2,0,0,3,0,Union,43580.0,"Sioux City, IA-NE-SD",1/1/1910,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,0,http://www.1fbusa.com,210489.0,168170.0,81335.0,158800.0,97149.0,41375.0,7648.0,2541.0,3636.0,1471.0,0.0
14,6646,8805,480723,,1ST NATIONAL BANK,Lebanon,OH,45036,6/30/2020,8/17/2020,N,730 E. Main St.,,10,0,0,4,1,Warren,17140.0,"Cincinnati, OH-KY-IN",1/1/1907,1/1/1934,11/1/2012,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,1,WWW.BANKWITH1ST.COM,27501.0,37626.0,4327.0,47501.0,12317.0,984.0,18538.0,2940.0,14808.0,790.0,0.0
15,57633,0,1018927,4347208.0,1ST SECURITY BANK OF WASHINGTON,Mountlake Terrac,WA,98043,6/30/2020,8/17/2020,SB,"6920 220th St. Sw, # 300",FS BCORP INC,23,0,0,4,0,Snohomish,42660.0,"Seattle-Tacoma-Bellevue, WA",4/1/2004,4/1/2004,11/15/2018,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,WWW.FSBWA.com,321634.0,166543.0,196482.0,137701.0,131913.0,22080.0,84992.0,28469.0,31038.0,21370.0,4115.0
16,9087,10250,991340,1199602.0,1ST SOURCE BANK,South Bend,IN,46601,6/30/2020,8/17/2020,SM,"100 N. Michigan St, # B",1ST SOURCE CORP,83,0,1,4,0,St Joseph,43780.0,"South Bend-Mishawaka, IN-MI",1/1/1922,1/1/1934,12/31/2015,Stock,0,1,FED,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.1stsource.com,822970.0,382136.0,351218.0,492367.0,300057.0,61464.0,284276.0,138736.0,117072.0,24716.0,3752.0
17,57626,0,3223305,3223293.0,1ST STATE BANK,Saginaw,MI,48604,6/30/2020,8/17/2020,NM,"4800 Fashion Sq. Blvd, # 100",1ST STATE FINANCIAL LTD,5,0,0,4,0,Saginaw,40980.0,"Saginaw, MI",4/12/2004,4/12/2004,8/19/2013,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Detroit,Chicago,Central,Central,0,1,www.1ststatebk.com,6265.0,5680.0,3270.0,6611.0,1866.0,198.0,5323.0,4021.0,1302.0,0.0,0.0
18,22543,14261,170640,3070152.0,1ST STATE BANK OF MASON CITY,Mason City,IL,62664,6/30/2020,8/17/2020,NM,123 W. Elm St.,FIRSTATE BCORP INC,1,0,0,7,1,Mason,,,11/1/1977,11/1/1977,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,www.1ststatebankmc.com,4827.0,2980.0,1399.0,3727.0,2256.0,424.0,271.0,0.0,271.0,0.0,0.0
19,8426,10595,526519,1830240.0,1ST SUMMIT BANK,Johnstown,PA,15904,6/30/2020,8/17/2020,NM,125 Donald Ln.,1ST SUMMIT BCORP JOHNSTOWN INC,16,0,0,9,0,Cambria,27780.0,"Johnstown, PA",1/1/1924,1/1/1934,1/5/2016,Stock,0,1,FDIC,DIF,New York,NEW YORK,Wexford,Philadelphia,Northeastern,Northeast,0,1,http://www.1stsummit.bank,248349.0,114586.0,83386.0,123772.0,138198.0,17579.0,69328.0,27055.0,19065.0,21700.0,1507.0
20,57869,0,3309393,,"1ST TRUST BANK, INC.",Hazard,KY,41701,6/30/2020,8/17/2020,NM,44 Commerce Dr.,,4,0,0,4,0,Perry,,,12/13/2004,12/13/2004,10/16/2018,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1,https://www.1tbi.com,49676.0,47706.0,22937.0,53101.0,19251.0,2094.0,47261.0,7825.0,17860.0,21577.0,0.0
21,31249,6607,350572,4498726.0,1ST UNITED BANK,Faribault,MN,55021,6/30/2020,8/17/2020,NM,430 4th St Nw,J&B FINANCIAL HOLDINGS INC,2,0,0,4,0,Rice,,,1/1/1920,12/18/1961,2/13/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,www.1stunited.com,7272.0,1882.0,2268.0,6050.0,836.0,0.0,854.0,325.0,529.0,0.0,0.0
22,9751,0,340256,3304352.0,21ST CENTURY BANK,Loretto,MN,55357,6/30/2020,8/17/2020,NM,699 N. Medina St.,DOLPHIN FAMILY MANAGEMENT CO,8,0,0,4,0,Hennepin,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",6/2/1917,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.21stcenturybank.com,124866.0,11542.0,29296.0,62240.0,43853.0,1019.0,3872.0,352.0,3520.0,0.0,0.0
23,16910,0,449430,3438051.0,22ND STATE BANK,Louisville,AL,36048,6/30/2020,8/17/2020,NM,1920 Main St.,FEB BANCSHARES INC,5,0,0,4,1,Barbour,,,1/1/1917,5/29/1950,10/1/2018,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Montgomery,Atlanta,Southern,Southeast,0,1,www.22ndstatebank.com,19522.0,32061.0,4148.0,39367.0,7859.0,209.0,11760.0,6497.0,2586.0,2677.0,0.0
24,91005,0,455253,4754758.0,5STAR BANK,Colorado Springs,CO,80914,6/30/2020,8/17/2020,NM,"Peterson Air Force Base, 455",LITTLE LONDON BCORP,5,0,0,4,0,El Paso,17820.0,"Colorado Springs, CO",6/10/1980,11/5/1985,8/23/2013,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.5star.bank,9339.0,67279.0,3713.0,54063.0,13952.0,4890.0,12349.0,3642.0,5135.0,2082.0,1490.0
25,35029,0,2775151,2775142.0,AB&T,Albany,GA,31708,6/30/2020,8/17/2020,NM,2815 Meredyth Dr.,COMMUNITY CAPITAL BANCSHARES,4,0,0,4,0,Dougherty,10500.0,"Albany, GA",4/28/1999,4/28/1999,12/31/2016,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Albany Ga,Atlanta,Southern,Southeast,0,1,www.abtgold.com,6682.0,4483.0,2778.0,6146.0,2146.0,94.0,3849.0,1867.0,1727.0,255.0,0.0
26,32257,8059,762773,,ABACUS FEDERAL SAVINGS BANK,New York,NY,10013,6/30/2020,8/17/2020,SA,6 Bowery,,6,0,1,5,0,New York,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",11/29/1984,11/29/1984,2/23/2012,Stock,0,0,OCC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,www.abacusbank.com,28127.0,94552.0,13970.0,31736.0,56431.0,20542.0,8887.0,2507.0,4080.0,2300.0,0.0
27,30332,5179,114774,,ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK),Abbeville,LA,70510,6/30/2020,8/17/2020,SB,1212 Charity St.,,1,0,0,4,0,Vermilion,29180.0,"Lafayette, LA",1/1/1890,8/9/1948,3/31/2006,Non-Stock,0,0,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,www.abbemae.com,5393.0,5847.0,1697.0,3549.0,5851.0,144.0,3475.0,578.0,855.0,2042.0,0.0
28,30619,5642,416272,,"ABBEVILLE FIRST BANK, SSB",Abbeville,SC,29620,6/30/2020,8/17/2020,SB,205 S. Main St,,2,0,0,8,0,Abbeville,,,1/1/1907,5/11/1953,10/17/2013,Non-Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,http://www.abbevillefirst.com,13841.0,11751.0,6191.0,12583.0,6622.0,196.0,985.0,0.0,610.0,375.0,0.0
29,19795,16035,198149,3612794.0,ABBYBANK,Abbotsford,WI,54405,6/30/2020,8/17/2020,NM,401 E. Spruce St.,ABBY BCORP INC,8,0,0,4,0,Marathon,48140.0,"Wausau, WI",3/1/1968,3/1/1968,10/25/2019,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Chicago,Central,Central,0,1,www.abbybank.com,79786.0,64124.0,34532.0,63956.0,41606.0,3816.0,38784.0,9427.0,19887.0,9067.0,403.0
30,26590,13875,61476,3728930.0,ABINGTON BANK,Abington,MA,2351,6/30/2020,8/17/2020,SM,6 Harrison Ave.,HOMETOWN FINANCIAL GROUP MHC,6,0,0,4,0,Plymouth,14460.0,"Boston-Cambridge-Newton, MA-NH",1/1/1916,3/6/1986,5/18/2019,Stock,0,0,FED,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,0,www.abingtonbank.com,53656.0,44151.0,17793.0,48977.0,26201.0,4836.0,49219.0,6203.0,32414.0,8329.0,2273.0
31,19600,0,535753,2107707.0,"ACADEMY BANK, NATIONAL ASSOCIATION",Kansas City,MO,64154,6/30/2020,8/17/2020,N,8551 N Boardwalk Ave.,DICKINSON FINANCIAL CORP II,82,0,1,4,0,Platte,28140.0,"Kansas City, MO-KS",6/15/1966,6/15/1966,10/18/2019,Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,0,www.academybank.com,283051.0,460688.0,101970.0,473746.0,151131.0,16892.0,177534.0,7551.0,125442.0,41196.0,3345.0
32,4061,13760,266253,1055708.0,ACB BANK,Cherokee,OK,73728,6/30/2020,8/17/2020,NM,323 S Grand St.,ALFALFA COUNTY BANCSHARES INC,3,0,0,2,1,Alfalfa,,,1/29/1908,1/1/1934,5/13/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,www.acbbank.net,5282.0,44401.0,12516.0,23102.0,13674.0,391.0,4746.0,0.0,3494.0,1252.0,0.0
33,58727,0,3614837,3637939.0,ACCESS BANK,Omaha,NE,68114,6/30/2020,8/17/2020,NM,8712 W. Dodge Rd.,3MV BCORP INC,7,0,0,4,0,Douglas,36540.0,"Omaha-Council Bluffs, NE-IA",12/10/2007,12/10/2007,5/6/2017,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,Western,0,1,WWW.ACCESSBANK.COM,39899.0,18395.0,5008.0,23949.0,19363.0,9974.0,23943.0,4345.0,13244.0,5211.0,1143.0
34,58562,0,3535848,4556381.0,ACCESSBANK TEXAS,Denton,TX,76201,6/30/2020,8/17/2020,NM,"320 W. Eagle Drive, # 100",ACCESS BCORP INC,5,0,0,4,0,Denton,19100.0,"Dallas-Fort Worth-Arlington, TX",10/22/2007,10/22/2007,5/16/2016,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,http://WWW.ACCESSBANKTX.COM,20869.0,51391.0,12881.0,40227.0,18431.0,721.0,42286.0,12230.0,18351.0,10608.0,1097.0
35,7506,12499,5210,1117464.0,ACNB BANK,Gettysburg,PA,17325,6/30/2020,8/17/2020,NM,16 Lincoln Sq.,ACNB CORP,33,0,1,4,0,Adams,23900.0,"Gettysburg, PA",4/11/1857,1/1/1934,1/11/2020,Stock,0,1,FDIC,DIF,New York,NEW YORK,Harrisburg,Philadelphia,Northeastern,Northeast,0,0,http://www.acnb.com,247980.0,146158.0,88879.0,210083.0,79764.0,15412.0,94509.0,37198.0,40685.0,9646.0,6980.0
36,18489,12279,463650,5006472.0,ADAMS BANK & TRUST,Ogallala,NE,69153,6/30/2020,8/17/2020,SM,315 N. Spruce St.,ADAGE LLC,20,0,1,2,0,Keith,,,2/26/1962,2/26/1962,10/3/2017,Stock,0,1,FED,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,Western,0,1,http://www.abtbank.com,70847.0,94711.0,39833.0,71091.0,46003.0,8631.0,33291.0,7213.0,13083.0,11926.0,1069.0
37,90140,12033,343903,,ADAMS COMMUNITY BANK,Adams,MA,1220,6/30/2020,8/17/2020,SB,2 Ctr. St.,,8,0,0,5,0,Berkshire,38340.0,"Pittsfield, MA",5/1/1869,7/24/1985,1/1/2016,Non-Stock,0,1,FDIC,DIF,New York,NEW YORK,Springfield Ma,Boston,Northeastern,Northeast,0,1,www.adamscommunity.com,76616.0,30047.0,22351.0,51111.0,30144.0,3058.0,22443.0,5454.0,12189.0,4185.0,615.0
38,14311,0,9553,1053870.0,ADAMS COUNTY BANK,Kenesaw,NE,68956,6/30/2020,8/17/2020,NM,401 N. Smith Ave.,FIRST KENESAW CO,2,0,0,2,1,Adams,,,1/1/1878,1/1/1934,6/1/2010,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,Western,0,1,http://www.adamscountybank.net,17651.0,25726.0,4340.0,26039.0,11555.0,1442.0,6046.0,443.0,3702.0,1648.0,253.0
39,9812,0,332756,,ADAMS STATE BANK,Adams,NE,68301,6/30/2020,8/17/2020,NM,649 Main St.,,1,0,0,2,1,Gage,,,1/18/1918,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,Western,0,1,www.adamsstate.com,6891.0,5109.0,1093.0,6462.0,3956.0,489.0,1236.0,0.0,879.0,357.0,0.0
40,28380,1473,101671,2467474.0,ADIRONDACK BANK,Utica,NY,13501,6/30/2020,8/17/2020,SM,185 Genesee St.,ADIRONDACK BCORP INC,19,0,0,4,0,Oneida,46540.0,"Utica-Rome, NY",1/1/1898,1/25/1936,1/1/2014,Stock,0,0,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1,www.adirondackbank.com,22642.0,12240.0,8432.0,15881.0,7602.0,2968.0,82093.0,32867.0,32777.0,5947.0,10502.0
41,8251,0,94858,1399505.0,ADRIAN BANK,Adrian,MO,64720,6/30/2020,8/17/2020,SM,130 E. Main St.,ADRIAN BANCSHARES INC,3,0,0,2,1,Bates,28140.0,"Kansas City, MO-KS",10/18/1932,1/1/1934,1/1/2012,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.adrianbank.com,20930.0,10189.0,5713.0,16566.0,6729.0,2112.0,5868.0,0.0,3456.0,1684.0,728.0
42,8822,0,293352,1125254.0,ADRIAN STATE BANK,Adrian,MN,56110,6/30/2020,8/17/2020,NM,322 Maine Ave.,ADRIAN BUILDING CORP,1,0,0,2,1,Nobles,,,10/23/1889,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Central,West,0,1,www.adrianstatebank.com,7289.0,5322.0,1481.0,6341.0,3842.0,947.0,4943.0,261.0,1377.0,3305.0,0.0
43,10375,14584,189549,3155273.0,ADVANTAGE COMMUNITY BANK,Dorchester,WI,54425,6/30/2020,8/17/2020,NM,101 W Business County Rd. A,ADVANTAGE CMTY BANCSHARES INC,4,0,0,4,0,Clark,,,8/9/1906,1/1/1934,7/1/2016,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Chicago,Central,Central,0,1,www.advantagecommunity.com,17996.0,6236.0,3439.0,9490.0,9374.0,1929.0,2342.0,869.0,673.0,800.0,0.0
44,34885,14544,965789,5189450.0,"AFFILIATED BANK, NATIONAL ASSOCIATION",Bedford,TX,76021,6/30/2020,8/17/2020,N,500 Harwood Rd.,SBH MANAGER LLC,4,0,0,4,0,Tarrant,19100.0,"Dallas-Fort Worth-Arlington, TX",1/1/1959,6/1/1998,2/28/2018,Stock,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.affiliatedbank.com,55079.0,175905.0,55741.0,124840.0,45798.0,4606.0,106287.0,27212.0,59305.0,15937.0,3833.0
45,35267,14939,2909330,,AIG FEDERAL SAVINGS BANK,Wilmington,DE,19809,6/30/2020,8/17/2020,SA,"503 Carr Rd, # 130",,1,0,0,5,0,New Castle,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5/15/2000,5/15/2000,12/15/2014,Stock,0,1,OCC,DIF,New York,NEW YORK,Claymont,Philadelphia,Northeastern,Northeast,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0
46,3304,0,1006951,3183959.0,AIMBANK,Littlefield,TX,79339,6/30/2020,8/17/2020,NM,337 Phelps Ave.,AIM BANCSHARES INC,25,0,1,4,0,Lamb,,,9/19/1925,1/1/1934,10/18/2019,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,aim.bank,69414.0,130858.0,33784.0,133561.0,30933.0,1994.0,171315.0,27633.0,116520.0,25003.0,2159.0
47,35314,0,2877484,3047583.0,ALAMERICA BANK,Birmingham,AL,35205,6/30/2020,8/17/2020,NM,2170 Highland Ave.,ALAMERICA BANCCORP INC,1,0,0,4,1,Jefferson,13820.0,"Birmingham-Hoover, AL",1/28/2000,1/28/2000,2/24/2011,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1,http://alamericabank.com,2818.0,6428.0,683.0,3836.0,2428.0,2299.0,922.0,377.0,262.0,283.0,0.0
48,13947,0,869953,1061222.0,ALAMOSA STATE BANK,Alamosa,CO,81101,6/30/2020,8/17/2020,NM,2225 Main St.,ALAMOSA BCORP LTD,2,0,0,2,1,Alamosa,,,3/1/1907,2/23/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.alamosastatebank.com,8272.0,16398.0,6445.0,16498.0,1727.0,0.0,17299.0,9415.0,7608.0,276.0,0.0
49,17230,0,2732,1208933.0,ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION,Chicago,IL,60625,6/30/2020,8/17/2020,N,3400 W. Lawrence Ave.,ALBANK CORP,4,0,0,4,0,Cook,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",6/27/1953,6/27/1953,6/30/2019,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.albanybank.com,33771.0,40866.0,18146.0,36013.0,17252.0,3226.0,110022.0,21820.0,59642.0,26024.0,2536.0
50,17622,12071,388744,,ALDEN STATE BANK,Alden,MI,49612,6/30/2020,8/17/2020,NM,Coy &helena St.,,4,0,0,4,0,Antrim,,,1/1/1934,6/22/1956,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Grand Rapids,Chicago,Central,Central,0,1,http://www.aldenbank.com,13950.0,14607.0,4937.0,15155.0,4649.0,3816.0,5024.0,841.0,2787.0,513.0,883.0
51,9831,0,414102,,ALDEN STATE BANK,Alden,NY,14004,6/30/2020,8/17/2020,SM,13216 Broadway,,2,0,0,4,0,Erie,15380.0,"Buffalo-Cheektowaga-Niagara Falls, NY",10/5/1916,1/1/1934,5/1/2009,Stock,0,0,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1,WWW.ALDENSTATE.COM,36043.0,16940.0,8311.0,32788.0,10993.0,891.0,15860.0,1167.0,13100.0,1593.0,0.0
52,3931,10999,933256,2067007.0,"ALERUS FINANCIAL, NATIONAL ASSOCIATION",Grand Forks,ND,58201,6/30/2020,8/17/2020,N,401 Demers Ave.,ALERUS FINANCIAL CORP,17,0,1,4,0,Grand Forks,24220.0,"Grand Forks, ND-MN",9/30/1933,1/1/1934,1/16/2016,Stock,0,1,OCC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,http://www.alerus.com,85322.0,65834.0,51844.0,70218.0,16917.0,12178.0,52574.0,18410.0,32126.0,1494.0,545.0
53,13080,0,585235,1201989.0,ALGONQUIN STATE BANK,Algonquin,IL,60102,6/30/2020,8/17/2020,NM,2400 Huntington Dr. N.,FIRST ALGONQUIN CO,4,0,0,8,1,Mchenry,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",3/3/1902,1/1/1934,11/27/2019,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,http://www.algonquinstatebank.com,7968.0,2610.0,1432.0,6158.0,2391.0,597.0,1401.0,827.0,574.0,0.0,0.0
