,cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
1443,16717,15545,792248,1205017.0,FARMERS & TRADERS SAVINGS BANK,Bancroft,IA,50517,6/30/2020,8/17/2020,NM,108 W. Ramsey,KENNEDY BANCSHARES INC,1,0,0,2,1,Kossuth,,,1/1/1887,7/1/1948,7/28/2009,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1,www.ftsbbancroft.com,7540.0,7300.0,4504.0,5315.0,3277.0,1743.0,2076.0,0.0,1073.0,1003.0,0.0
1444,12602,0,788559,3566749.0,FARMERS AND DROVERS BANK,Council Grove,KS,66846,6/30/2020,8/17/2020,NM,201 W. Main St.,FARMERS&DROVERS FINANCIAL CORP,3,0,0,2,0,Morris,,,3/16/1882,1/1/1934,9/3/2016,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,http://www.farmersanddrovers.com,16323.0,11637.0,10572.0,8993.0,7370.0,1025.0,15056.0,5497.0,9559.0,0.0,0.0
1445,28478,1669,412872,,FARMERS AND MECHANICS FEDERAL SAVINGS BANK,Bloomfield,IN,47424,6/30/2020,8/17/2020,SB,225 E. Main St.,,2,0,0,8,0,Greene,,,1/1/1892,8/15/1936,6/30/2017,Non-Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,St. louis,Central,Central,0,1,http://www.farmersandmechanicsfederal.com,11361.0,10362.0,1378.0,8251.0,5034.0,7060.0,1669.0,0.0,1669.0,0.0,0.0
1446,13415,0,257653,,FARMERS AND MERCHANTS BANK,Arnett,OK,73832,6/30/2020,8/17/2020,NM,225 E. Renfrow Ave,,1,0,0,2,1,Ellis,,,12/28/1908,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,fmbankarnett.com,6646.0,3305.0,2346.0,6385.0,792.0,429.0,609.0,350.0,259.0,0.0,0.0
1447,1735,16123,434539,1137882.0,FARMERS AND MERCHANTS BANK,Piedmont,AL,36272,6/30/2020,8/17/2020,NM,112 E. Ladiga St.,F&M FINANCIAL CORP,4,0,0,4,0,Calhoun,11500.0,"Anniston-Oxford-Jacksonville, AL",4/12/1915,1/1/1934,2/24/2011,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1,http://www.FandM.bank,22948.0,11750.0,6455.0,11450.0,10768.0,6026.0,12883.0,7798.0,2810.0,1165.0,1111.0
1448,17444,0,984650,,FARMERS AND MERCHANTS BANK,Axtell,NE,68924,6/30/2020,8/17/2020,NM,402 Main St,,1,0,0,2,0,Kearney,,,7/1/1907,5/26/1955,2/17/2011,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,Western,0,1,,730.0,300.0,506.0,184.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,16810,9353,455552,1416831.0,FARMERS AND MERCHANTS BANK,Milford,NE,68405,6/30/2020,8/17/2020,NM,617 1st St.,COUNTRY BANK SHARES INC,12,0,0,2,0,Seward,30700.0,"Lincoln, NE",7/5/1949,7/5/1949,2/14/2020,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,Western,0,1,www.bankfmb.com,104878.0,45212.0,15148.0,46003.0,43478.0,45461.0,12093.0,1392.0,3163.0,7538.0,0.0
1450,14275,14396,516154,2230249.0,FARMERS AND MERCHANTS BANK,Milligan,NE,68406,6/30/2020,8/17/2020,NM,501 Main St,FM GROUP INC,2,0,1,2,1,Fillmore,,,6/10/1903,4/24/1934,10/12/2016,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,Western,0,1,www.fmbmilligan.com,42404.0,17348.0,4636.0,18784.0,15894.0,20437.0,8522.0,253.0,3908.0,3289.0,1072.0
1451,3170,0,555256,2344641.0,FARMERS AND MERCHANTS BANK,De Leon,TX,76444,6/30/2020,8/17/2020,NM,240 S. Texas St.,F&M BANCSHARES INC,5,0,0,2,1,Comanche,,,1/1/1905,1/1/1934,12/2/2008,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.fmbank-tx.com,5492.0,3682.0,2693.0,6070.0,410.0,0.0,771.0,263.0,251.0,257.0,0.0
1452,13887,9676,446130,1086485.0,FARMERS AND MERCHANTS BANK,Lafayette,AL,36862,6/30/2020,8/17/2020,NM,2 1st St Ne,FARMERS&MERCHANTS BANCSHARES,3,0,0,8,0,Chambers,,,1/30/1934,2/13/1934,3/31/2006,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Montgomery,Atlanta,Southern,Southeast,0,1,www.fmlafayette.com,19355.0,16414.0,9897.0,18712.0,6272.0,888.0,15466.0,5659.0,9509.0,298.0,0.0
1453,15801,10344,205243,,FARMERS AND MERCHANTS BANK,Baldwyn,MS,38824,6/30/2020,8/17/2020,SM,111 W. Clayton St.,,11,0,0,4,0,Prentiss,,,3/10/1941,3/10/1941,11/1/2016,Stock,0,0,FED,DIF,Dallas,DALLAS,Jackson Ms,St. louis,Southern,West,0,1,www.fmbms.com,51160.0,46751.0,24785.0,45597.0,27529.0,0.0,24987.0,3610.0,18799.0,2578.0,0.0
1454,1895,13167,891226,5041521.0,FARMERS AND MERCHANTS BANK,Upperco,MD,21155,6/30/2020,8/17/2020,NM,15226 Hanover Pike,FARMERS&MERCHANTS BANCSHARES,8,0,0,4,0,Baltimore,12580.0,"Baltimore-Columbia-Towson, MD",1/1/1919,1/1/1934,7/25/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,www.fmb1919.bank,76024.0,46940.0,19087.0,53557.0,47856.0,2464.0,30409.0,3406.0,16790.0,8094.0,2119.0
1455,13801,0,372640,1135196.0,FARMERS AND MERCHANTS BANK,Laotto,IN,46763,6/30/2020,8/17/2020,NM,6464 Merchants Dr.,FM FINCORP,4,0,0,8,1,De Kalb,,,10/29/1914,1/31/1934,7/31/2007,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.fmfbank.com,5765.0,2338.0,1246.0,4049.0,2561.0,247.0,2373.0,2100.0,0.0,273.0,0.0
1456,16440,0,4231,1863239.0,FARMERS AND MERCHANTS BANK,Sylvania,GA,30467,6/30/2020,8/17/2020,NM,104 N. Main St.,SCREVEN BANCSHARES INC,3,0,0,7,0,Screven,,,3/1/1946,6/18/1946,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1,http://www.fmbanksylvania.com,12982.0,14922.0,3894.0,14011.0,7114.0,2886.0,3283.0,890.0,300.0,1576.0,517.0
1457,4144,0,836656,1053526.0,FARMERS AND MERCHANTS BANK,Maysville,OK,73057,6/30/2020,8/17/2020,NM,621 Main St.,H PAT HENSON CO THE,1,0,0,4,1,Garvin,,,1/1/1908,1/1/1934,6/1/2010,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.fmbokonline.com,2295.0,919.0,906.0,2082.0,211.0,16.0,846.0,0.0,558.0,287.0,0.0
1458,5377,12966,398051,3446748.0,FARMERS AND MERCHANTS BANK OF ASHLAND,Ashland,NE,68003,6/30/2020,8/17/2020,SM,1501 Silver St.,FARMERS&MERCHANTS FINL CORP,4,0,0,2,0,Saunders,36540.0,"Omaha-Council Bluffs, NE-IA",11/15/1883,1/1/1934,1/1/2012,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,Western,0,1,http://www.fmnb.com,6235.0,3849.0,3815.0,4259.0,1768.0,242.0,1293.0,0.0,867.0,0.0,426.0
1459,12355,0,472643,,FARMERS AND MERCHANTS BANK OF KENDALL,Kendall,WI,54638,6/30/2020,8/17/2020,NM,102 E S Railroad St,,4,0,0,2,1,Monroe,,,9/11/1913,1/1/1934,6/7/2013,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1,www.fmbkendall.com,13271.0,8935.0,5241.0,14141.0,2824.0,0.0,3820.0,265.0,2790.0,765.0,0.0
1460,1225,0,871769,3649950.0,FARMERS AND MERCHANTS BANK OF LONG BEACH,Long Beach,CA,90802,6/30/2020,8/17/2020,SM,302 Pine Ave.,PALOMAR ENTERPRISES LLC,25,0,0,4,0,Los Angeles,31080.0,"Los Angeles-Long Beach-Anaheim, CA",11/20/1907,1/1/1934,9/12/2017,Stock,0,1,FED,DIF,San Francisco,SAN FRANCISCO,Los Angeles (West),San Francisco,Western,Western,0,1,www.fmb.com,148458.0,225066.0,116224.0,161676.0,73363.0,22261.0,446065.0,104943.0,168665.0,106128.0,66329.0
1461,14024,0,274052,1051410.0,"FARMERS AND MERCHANTS BANK OF MOUND CITY, KANSAS",Mound City,KS,66056,6/30/2020,8/17/2020,NM,103 S. 5th St.,CUNNINGHAM AGENCY INC,1,0,0,8,1,Linn,28140.0,"Kansas City, MO-KS",11/14/1893,3/9/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1,www.fmbankmc.com,7094.0,3234.0,425.0,2285.0,2520.0,5099.0,5156.0,1000.0,3899.0,0.0,257.0
1462,1660,13857,282226,1137426.0,FARMERS AND MERCHANTS BANK OF SOUTH CAROLINA,Holly Hill,SC,29059,6/30/2020,8/17/2020,NM,8624 Old State St.,FMB OF S C BANCSHARES INC,8,0,0,7,0,Orangeburg,,,1/3/1912,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,www.fmbsc.com,16058.0,6533.0,11744.0,9051.0,1796.0,0.0,18903.0,3943.0,14960.0,0.0,0.0
1463,14056,10095,266851,2591539.0,FARMERS AND MERCHANTS BANK OF ST. CLAIR,Saint Clair,MO,63077,6/30/2020,8/17/2020,NM,530 S. Main St.,SAINT CLAIR BANCSHARES INC,5,0,0,4,0,Franklin,41180.0,"St. Louis, MO-IL",5/2/1913,3/12/1934,9/1/2015,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1,www.fmb4banking.com,33108.0,16383.0,7803.0,24173.0,11669.0,5847.0,7549.0,1220.0,3849.0,1859.0,621.0
1464,10492,12525,673244,1203910.0,FARMERS AND MERCHANTS SAVINGS BANK,Iowa City,IA,52246,6/30/2020,8/17/2020,NM,2235 Mormon Trek Blvd.,COUNTRY BCORP,3,0,0,4,0,Johnson,26980.0,"Iowa City, IA",9/25/1901,1/1/1934,12/21/2016,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.fmbankonline.com,11217.0,6618.0,3734.0,8291.0,4653.0,1158.0,2942.0,363.0,1629.0,950.0,0.0
1465,501,0,601153,1363748.0,FARMERS AND MERCHANTS STATE BANK,Plankinton,SD,57368,6/30/2020,8/17/2020,NM,101 S. Main St.,PAGE HOLDING CO,2,0,0,2,1,Aurora,,,4/6/1910,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1,http://www.fmsbonline.com,24026.0,14074.0,9276.0,13700.0,9552.0,5573.0,2304.0,667.0,760.0,877.0,0.0
1466,15610,0,145741,1245321.0,FARMERS AND MERCHANTS STATE BANK,Winterset,IA,50273,6/30/2020,8/17/2020,NM,101 W. Jefferson,FARMERS&MERCHANTS BCORP,4,0,0,2,0,Madison,19780.0,"Des Moines-West Des Moines, IA",8/11/1938,8/11/1938,3/31/2006,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1,http://www.fmsbiowa.com or http://www.fmstate.bank,24152.0,9146.0,2596.0,11871.0,14331.0,4499.0,12569.0,1000.0,6192.0,4639.0,739.0
1467,21728,0,677756,2622219.0,FARMERS AND MERCHANTS STATE BANK,Langdon,ND,58249,6/30/2020,8/17/2020,NM,816 3rd St.,F&M BANCSHARES INC,1,0,0,2,1,Cavalier,,,8/12/1974,8/12/1974,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,http://www.fmbanklangdon.com,10153.0,10920.0,2526.0,16459.0,2088.0,0.0,6118.0,948.0,5170.0,0.0,0.0
1468,10571,0,388753,,FARMERS AND MERCHANTS STATE BANK OF ALPHA,Alpha,MN,56111,6/30/2020,8/17/2020,NM,210 N. Main St.,,1,0,0,2,0,Jackson,,,8/1/1911,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,famstatebankofalpha.com,12247.0,5186.0,3403.0,7741.0,4686.0,1603.0,2976.0,511.0,795.0,907.0,763.0
1469,8845,0,269759,1121984.0,FARMERS AND MERCHANTS STATE BANK OF APPLETON,Appleton,MN,56208,6/30/2020,8/17/2020,NM,239 N. Miles,MPS INVESTMENT CO,1,0,0,2,1,Swift,,,2/20/1915,1/1/1934,10/5/2007,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,www.farmers-merchants.com,4358.0,2543.0,1532.0,4213.0,1156.0,0.0,850.0,0.0,850.0,0.0,0.0
1470,1599,15528,334657,1992335.0,FARMERS AND MERCHANTS STATE BANK OF BLOOMING PRAIRIE,Blooming Prairie,MN,55917,6/30/2020,8/17/2020,NM,245 E. Main St.,COUNTRY BANKERS INC,2,0,0,2,1,Steele,,,5/7/1904,1/1/1934,5/22/2013,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.fmbankmn.com,7324.0,1895.0,1051.0,4840.0,2603.0,725.0,1992.0,636.0,1023.0,333.0,0.0
1471,11324,13394,321330,2397366.0,FARMERS AND MERCHANTS STATE BANK OF BUSHNELL,Bushnell,IL,61422,6/30/2020,8/17/2020,NM,484 E. Main St.,PRAIRIELAND BCORP EMPLOYEE STK OWNERSHIP PLAN&TR,2,0,0,2,0,Mcdonough,,,1/1/1914,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,www.bushnellbank.com,5803.0,2357.0,1295.0,3078.0,2165.0,1622.0,368.0,368.0,0.0,0.0,0.0
1472,10165,12484,728957,1123791.0,FARMERS AND MERCHANTS STATE BANK OF PIERZ,Pierz,MN,56364,6/30/2020,8/17/2020,NM,80 Main St. N,FARMERS&MERCHANTS AGENCY INC,3,0,0,2,1,Morrison,,,1/1/1908,1/1/1934,11/5/2016,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,www.fmpierz.com,29744.0,12765.0,6445.0,20996.0,12103.0,2965.0,7535.0,2609.0,3859.0,816.0,251.0
1473,13382,12107,770451,2780717.0,FARMERS AND MERCHANTS STATE BANK OF SPRINGFIELD,Springfield,MN,56087,6/30/2020,8/17/2020,NM,101 N. Marshall Ave.,PIESCO INC,2,0,0,2,1,Brown,,,1/1/1918,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,https://www.fmb-ebank.com,14877.0,7361.0,5224.0,12566.0,3663.0,785.0,3662.0,350.0,3312.0,0.0,0.0
1474,13662,0,411651,2911931.0,"FARMERS AND MERCHANTS STATE BANK, BLOOMFIELD, NEBRASKA",Bloomfield,NE,68718,6/30/2020,8/17/2020,NM,103 N Broadway St,LAURITZEN INVESTMENTS INC,6,0,1,2,0,Knox,,,1/1/1895,1/17/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux City,Kansas City,Western,Western,0,1,www.fandmstatebank.com,8243.0,5150.0,2381.0,8541.0,2447.0,24.0,316.0,0.0,316.0,0.0,0.0
1475,8405,9850,289515,1118238.0,FARMERS AND MERCHANTS TRUST COMPANY OF CHAMBERSBURG,Chambersburg,PA,17201,6/30/2020,8/17/2020,NM,20 S. Main St.,FRANKLIN FINL SERVICES CORP,25,0,0,4,0,Franklin,16540.0,"Chambersburg-Waynesboro, PA",1/10/1906,1/1/1934,2/12/2016,Stock,0,1,FDIC,DIF,New York,NEW YORK,Harrisburg,Philadelphia,Northeastern,Northeast,0,1,fmtrust.bank,48695.0,22004.0,12533.0,41350.0,12722.0,4094.0,10080.0,1286.0,6589.0,2205.0,0.0
1476,14445,14748,51842,2653071.0,FARMERS AND MERCHANTS UNION BANK,Columbus,WI,53925,6/30/2020,8/17/2020,NM,159 W. James St.,JEWEL BOX FINL SERVICES INC,6,0,0,2,0,Columbia,31540.0,"Madison, WI",9/5/1861,6/5/1934,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1,WWW.FMUB.COM,34438.0,101014.0,29764.0,51681.0,48698.0,5309.0,23140.0,2008.0,6359.0,14773.0,0.0
1477,22888,0,658924,,FARMERS AND MINERS BANK,Pennington Gap,VA,24277,6/30/2020,8/17/2020,SM,41526 W. Morgan Ave.,,6,0,0,8,0,Lee,,,7/2/1979,7/2/1979,1/1/2012,Stock,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,http://www.farmersandminersbank.com,17338.0,13620.0,10719.0,15568.0,4315.0,356.0,6394.0,1064.0,5330.0,0.0,0.0
1478,1296,0,325141,1417511.0,FARMERS BANK,Greenwood,AR,72936,6/30/2020,8/17/2020,NM,71 W. Ctr. St,WILKINSON BANKING CORP,11,0,0,8,0,Sebastian,22900.0,"Fort Smith, AR-OK",8/1/1907,1/1/1934,5/26/2006,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Southeast,0,1,http://www.gofarmersbank.com,21629.0,13480.0,14063.0,11358.0,4718.0,4970.0,6742.0,2115.0,3712.0,915.0,0.0
1479,57335,0,3020447,3020438.0,FARMERS BANK,Ault,CO,80610,6/30/2020,8/17/2020,SM,119 1st St.,FARMERS BANK HOLDING CO,2,0,0,2,1,Weld,24540.0,"Greeley, CO",12/28/2001,12/28/2001,7/16/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,www.farmersbank-weld.com,15577.0,24411.0,4514.0,17027.0,14664.0,3783.0,24387.0,3637.0,6245.0,7229.0,7276.0
1480,8661,12373,524757,1095807.0,FARMERS BANK,Parsons,TN,38363,6/30/2020,8/17/2020,SM,29 E. Main St.,TOWNSEND FINANCIAL CORP,1,0,0,8,0,Decatur,,,3/9/1907,1/1/1934,5/11/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Nashville,St. louis,Southern,Southeast,0,1,www.farmers-bank.com,4291.0,6235.0,2920.0,6520.0,736.0,350.0,1302.0,614.0,688.0,0.0,0.0
1481,2429,0,619327,4553960.0,FARMERS BANK,Windsor,VA,23487,6/30/2020,8/17/2020,SM,50 E. Windsor Blvd.,FARMERS BANKSHARES INC,8,0,0,4,0,Isle Of Wight,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",11/15/1919,1/1/1934,9/14/2017,Stock,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,www.farmersbankva.com,27742.0,22869.0,6396.0,15307.0,20336.0,8573.0,48040.0,27768.0,9053.0,8263.0,2956.0
1482,2850,0,307062,2142306.0,FARMERS BANK,Buhl,ID,83316,6/30/2020,8/17/2020,NM,914 Main St.,FARMERS BCORP INC,6,0,0,2,0,Twin Falls,46300.0,"Twin Falls, ID",5/11/1917,1/1/1934,3/2/2018,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Salt Lake City,San Francisco,Western,Western,0,1,www.farmersbankidaho.com,38989.0,24392.0,12027.0,26799.0,23136.0,1419.0,19807.0,3769.0,7330.0,8708.0,0.0
1483,4621,0,984351,1062854.0,FARMERS BANK & TRUST,Atwood,KS,67730,6/30/2020,8/17/2020,NM,101 S. 4th St.,RAWLINS BANCSHARES INC,4,0,0,2,1,Rawlins,,,1/1/1914,1/1/1934,10/25/2018,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,www.farmersbank-trust.com,3768.0,3538.0,2430.0,3637.0,1220.0,18.0,0.0,0.0,0.0,0.0,0.0
1484,17614,10157,482156,1055155.0,FARMERS BANK & TRUST,Great Bend,KS,67530,6/30/2020,8/17/2020,NM,1017 Harrison St.,FARMERS ENTERPRISES INC,9,0,0,8,1,Barton,,,8/1/1907,6/7/1956,6/27/2013,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,http://www.farmersbankks.com,50087.0,206330.0,137835.0,66050.0,32000.0,20531.0,34536.0,8841.0,23382.0,2314.0,0.0
1485,1291,10472,12946,1135413.0,FARMERS BANK & TRUST COMPANY,Magnolia,AR,71753,6/30/2020,8/17/2020,SM,200 E. Main St.,MAGNOLIA BANKING CORP,27,0,1,4,0,Columbia,,,1/1/1906,1/1/1934,11/9/2019,Stock,0,1,FED,DIF,Dallas,DALLAS,Shreveport,St. louis,Southern,Southeast,0,1,www.myfarmers.bank,142722.0,165727.0,86881.0,157290.0,53150.0,11128.0,252637.0,58173.0,137486.0,55857.0,1121.0
1486,2765,9952,46941,1098554.0,FARMERS BANK AND TRUST COMPANY,Princeton,KY,42445,6/30/2020,8/17/2020,NM,111 W. Washington St.,UNITED BCORP OF PRINCETON INC,3,0,0,4,1,Caldwell,,,1/1/1900,1/1/1934,5/12/2016,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Hopkinsville,St. louis,Central,Southeast,0,1,www.yournxtbank.com,16107.0,8376.0,4920.0,11819.0,6524.0,1220.0,2878.0,2618.0,0.0,260.0,0.0
1487,1027,16010,33147,1247615.0,FARMERS BANK AND TRUST COMPANY,Blytheville,AR,72315,6/30/2020,8/17/2020,SM,400 W. Main St.,FARMERS BCORP INC,7,0,0,2,1,Mississippi,,,3/16/1908,1/1/1934,1/1/2012,Stock,0,1,FED,DIF,Dallas,DALLAS,Memphis,St. louis,Southern,Southeast,0,1,www.fbtbly.com,25733.0,46808.0,12490.0,36822.0,13899.0,9329.0,50296.0,8548.0,28692.0,7477.0,5579.0
1488,12869,13658,262741,1246962.0,FARMERS BANK AND TRUST COMPANY,Marion,KY,42064,6/30/2020,8/17/2020,NM,201 S. Main St.,FARMERS BCORP INC OF MARION KY,10,0,0,4,1,Crittenden,,,12/1/1899,1/1/1934,9/27/2019,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Hopkinsville,St. louis,Central,Southeast,0,1,www.farmers247.com,46369.0,47893.0,31515.0,49942.0,11437.0,1368.0,16787.0,4914.0,5094.0,6431.0,348.0
1489,16103,0,3458,1061165.0,FARMERS BANK OF GREEN CITY,Green City,MO,63545,6/30/2020,8/17/2020,NM,1 S Lincoln St.,GREEN CITY BANCSHARES INC,2,0,0,2,0,Sullivan,,,11/21/1943,11/22/1943,1/1/2019,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Columbia Mo,Kansas City,Western,West,0,1,www.farmbank.com,10861.0,15483.0,4912.0,12763.0,7099.0,1570.0,5289.0,1433.0,2749.0,819.0,288.0
1490,8267,10998,742355,1066094.0,FARMERS BANK OF LINCOLN,Lincoln,MO,65338,6/30/2020,8/17/2020,SM,Main &hwy. 65,LINCOLN BANCSHARES INC,2,0,0,8,1,Benton,,,1/11/1890,1/1/1934,1/1/2012,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Columbia Mo,Kansas City,Western,West,0,1,http://www.fblmo.com,22052.0,10533.0,8895.0,11387.0,9114.0,3189.0,5995.0,0.0,5437.0,559.0,0.0
1491,8268,0,743950,,"FARMERS BANK OF LOHMAN, MISSOURI",Jefferson City,MO,65109,6/30/2020,8/17/2020,NM,103 Lomo Dr.,,2,0,0,7,0,Cole,27620.0,"Jefferson City, MO",2/23/1909,1/1/1934,6/1/2018,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Columbia Mo,St. louis,Western,West,0,1,www.farmersbankoflohman.com,14007.0,4662.0,6885.0,7532.0,3830.0,422.0,1341.0,378.0,414.0,549.0,0.0
1492,4539,0,303952,1249495.0,FARMERS BANK OF NORTHERN MISSOURI,Unionville,MO,63565,6/30/2020,8/17/2020,SM,1604 Main St.,NORTHERN MO BANCSHARES INC,8,0,1,2,0,Putnam,,,6/1/1901,1/1/1934,12/7/2019,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Columbia Mo,Kansas City,Western,West,0,1,www.onlinefarmersbank.com,62983.0,19224.0,23101.0,25579.0,26590.0,6937.0,13392.0,1140.0,7523.0,4129.0,600.0
1493,34711,9008,19972,,FARMERS BUILDING AND SAVINGS BANK,Rochester,PA,15074,6/30/2020,8/17/2020,SB,290 W. Park,,1,0,0,8,0,Beaver,38300.0,"Pittsburgh, PA",6/30/1894,12/9/1997,5/3/2012,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,Wexford,Cleveland,Northeastern,Northeast,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,3732,12238,933041,2198563.0,FARMERS NATIONAL BANK,Prophetstown,IL,61277,6/30/2020,8/17/2020,N,114 W. 3rd St.,PROPHETSTOWN BANKING CO,3,0,0,2,0,Whiteside,,,7/1/1902,1/1/1934,5/21/2020,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Princeton,Chicago,Central,Central,0,1,www.farmersnationalbank.bank,70112.0,129263.0,28811.0,70781.0,59068.0,40715.0,60819.0,15010.0,19054.0,18411.0,8344.0
1495,4611,0,137559,,FARMERS NATIONAL BANK,Phillipsburg,KS,67661,6/30/2020,8/17/2020,N,759 State St.,,6,0,0,2,0,Phillips,,,2/26/1921,1/1/1934,9/23/2019,Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,http://www.farmersnationalbankonline.com,29687.0,14502.0,9960.0,25387.0,8046.0,796.0,5046.0,2754.0,1365.0,927.0,0.0
1496,15928,0,166849,2156835.0,FARMERS NATIONAL BANK OF GRIGGSVILLE,Griggsville,IL,62340,6/30/2020,8/17/2020,N,108 W. Quincy St.,GRIGGSVILLE BANCSHARES INC,3,0,0,2,1,Pike,,,2/13/1943,2/13/1943,10/3/2008,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Springfield Il,St. louis,Central,Central,0,1,www.fnbgriggsville.com,15996.0,22351.0,8440.0,16415.0,11080.0,2414.0,1333.0,517.0,544.0,0.0,272.0
1497,10500,15411,380346,1889846.0,FARMERS SAVINGS BANK,Wever,IA,52658,6/30/2020,8/17/2020,NM,3542 168th St.,FSB BCORP,3,0,0,2,1,Lee,,,10/9/1908,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.fsbwever.com,18636.0,8224.0,4249.0,12423.0,8685.0,1503.0,5330.0,800.0,3719.0,553.0,258.0
