,cert,name,city,state,zip,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
37,35189,ACCESS NATIONAL BANK,Reston,VA,20191,1,,115492.0,81832.0,23116.0,89252.0,69561.0,15395.0,147121.0,17151.0,82900.0,22971.0,24099.0
38,58562,ACCESSBANK TEXAS,Denton,TX,76201,1,http://WWW.ACCESSBANKTX.COM,20191.0,48571.0,10921.0,36400.0,20664.0,777.0,41917.0,9870.0,21668.0,9581.0,799.0
39,7506,ACNB BANK,Gettysburg,PA,17325,1,http://www.acnb.com,201987.0,105420.0,51689.0,154088.0,87955.0,13675.0,60701.0,17843.0,31190.0,8712.0,2955.0
40,18489,ADAMS BANK & TRUST,Ogallala,NE,69153,1,http://www.abtbank.com,76132.0,76644.0,30489.0,56867.0,57683.0,7737.0,41666.0,4073.0,20536.0,16228.0,829.0
41,90140,ADAMS COMMUNITY BANK,Adams,MA,1220,1,www.adamscommunity.com,63708.0,49656.0,17326.0,43404.0,42836.0,9798.0,21519.0,1320.0,8180.0,10864.0,1155.0
42,14311,ADAMS COUNTY BANK,Kenesaw,NE,68956,1,http://www.adamscountybank.net,13587.0,14544.0,11036.0,9941.0,6904.0,250.0,4071.0,1112.0,1479.0,1480.0,0.0
43,9812,ADAMS STATE BANK,Adams,NE,68301,1,www.adamsstate.com,6300.0,4503.0,1614.0,2702.0,6032.0,455.0,1199.0,0.0,345.0,854.0,0.0
44,28380,ADIRONDACK BANK,Utica,NY,13501,1,www.adirondackbank.com,27627.0,14338.0,11609.0,18959.0,8796.0,2602.0,99617.0,47553.0,39773.0,11786.0,505.0
45,27015,ADMIRALS BANK,Boston,MA,2116,1,www.ethicwealthbank.com,5312.0,39090.0,6356.0,15835.0,19317.0,2894.0,15081.0,1485.0,5619.0,5960.0,2017.0
46,8251,ADRIAN BANK,Adrian,MO,64720,1,www.adrianbank.com,22898.0,9433.0,7289.0,15285.0,6221.0,3536.0,3630.0,0.0,1315.0,1258.0,1057.0
47,8822,ADRIAN STATE BANK,Adrian,MN,56110,1,www.adrianstatebank.com,7523.0,4833.0,3448.0,3558.0,4267.0,1083.0,4173.0,254.0,3919.0,0.0,0.0
48,18152,ADVANTAGE BANK,Oklahoma City,OK,73141,1,,2558.0,734.0,779.0,1168.0,952.0,393.0,759.0,509.0,251.0,0.0,0.0
49,57072,ADVANTAGE BANK,Loveland,CO,80538,1,,37445.0,62996.0,13851.0,40611.0,43001.0,2978.0,12621.0,251.0,2796.0,8850.0,724.0
50,10375,ADVANTAGE COMMUNITY BANK,Dorchester,WI,54425,1,www.advantagecommunity.com,18200.0,6806.0,3968.0,8451.0,8770.0,3817.0,1537.0,437.0,0.0,1100.0,0.0
51,34885,"AFFILIATED BANK, NATIONAL ASSOCIATION",Bedford,TX,76021,1,www.affiliatedbank.com,48742.0,177819.0,57404.0,128578.0,34116.0,6464.0,87817.0,22067.0,51985.0,12199.0,1566.0
52,57264,AFFINITY BANK,Atlanta,GA,30339,1,,1387.0,59318.0,3264.0,36084.0,19100.0,2257.0,4392.0,273.0,3830.0,289.0,0.0
53,35267,AIG FEDERAL SAVINGS BANK,Wilmington,DE,19809,0,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0
54,3304,AIMBANK,Littlefield,TX,79339,1,aim.bank,72439.0,151245.0,45091.0,92488.0,78651.0,7454.0,161156.0,25483.0,63058.0,70319.0,2296.0
55,35314,ALAMERICA BANK,Birmingham,AL,35205,1,http://alamericabank.com,2563.0,7114.0,1958.0,2455.0,2449.0,2815.0,1148.0,251.0,625.0,0.0,272.0
56,13947,ALAMOSA STATE BANK,Alamosa,CO,81101,1,http://www.alamosastatebank.com,8853.0,18088.0,8465.0,16462.0,2014.0,0.0,8027.0,1466.0,6561.0,0.0,0.0
57,17230,ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION,Chicago,IL,60625,1,www.albanybank.com,38908.0,29378.0,20811.0,30257.0,14434.0,2784.0,71110.0,37313.0,20964.0,10973.0,1860.0
58,17622,ALDEN STATE BANK,Alden,MI,49612,1,http://www.aldenbank.com,12367.0,10133.0,3375.0,9685.0,6522.0,2919.0,3385.0,0.0,1961.0,1173.0,251.0
59,9831,ALDEN STATE BANK,Alden,NY,14004,1,WWW.ALDENSTATE.COM,35160.0,15326.0,15635.0,18454.0,14831.0,1567.0,13313.0,9725.0,1738.0,1850.0,0.0
60,3931,"ALERUS FINANCIAL, NATIONAL ASSOCIATION",Grand Forks,ND,58201,1,http://www.alerus.com,89504.0,57420.0,47407.0,64905.0,21126.0,13486.0,27530.0,5985.0,19098.0,1913.0,534.0
61,13080,ALGONQUIN STATE BANK,Algonquin,IL,60102,1,http://www.algonquinstatebank.com,13765.0,2466.0,7627.0,5317.0,2174.0,1113.0,805.0,0.0,0.0,805.0,0.0
62,20093,ALL AMERICA BANK,Oklahoma City,OK,73128,1,https://www.allamerica.bank,55923.0,43254.0,38366.0,44254.0,11710.0,4847.0,9543.0,2684.0,3828.0,2261.0,770.0
63,58629,ALLEGIANCE BANK,Houston,TX,77040,1,www.allegiancebank.com,329938.0,378866.0,144397.0,273923.0,152195.0,138289.0,497686.0,123861.0,249828.0,99551.0,24446.0
64,197,ALLIANCE BANK,Francesville,IN,47946,1,www.myalliancebank.com,18545.0,20734.0,15639.0,11641.0,9012.0,2987.0,3102.0,259.0,1748.0,300.0,795.0
65,11569,ALLIANCE BANK,Sulphur Springs,TX,75482,1,alliancebank.com,63675.0,34966.0,22354.0,48525.0,22218.0,5543.0,11841.0,2088.0,7604.0,1619.0,530.0
66,34930,ALLIANCE BANK,Topeka,KS,66614,1,http://www.alliancebankks.com,11904.0,13746.0,3090.0,11737.0,8879.0,1944.0,3654.0,1000.0,2071.0,583.0,0.0
67,12511,ALLIANCE BANK,Mondovi,WI,54755,1,www.alliancebank.us,32682.0,11908.0,14259.0,9867.0,16978.0,3486.0,6440.0,2532.0,252.0,2689.0,967.0
68,34566,ALLIANCE BANK,Cape Girardeau,MO,63701,1,www.alliancebanking.com,24618.0,33475.0,13102.0,40404.0,4488.0,99.0,19685.0,7263.0,11597.0,825.0,0.0
69,10973,ALLIANCE BANK,Lake City,MN,55041,1,http://www.alliancebanks.com,45987.0,36608.0,20175.0,47864.0,12491.0,2065.0,46416.0,17758.0,10452.0,11379.0,6827.0
70,57733,ALLIANCE BANK & TRUST COMPANY,Gastonia,NC,28054,1,www.alliancebanknc.com,6365.0,6023.0,2709.0,5758.0,3101.0,820.0,2777.0,535.0,1518.0,0.0,724.0
71,15657,ALLIANCE BANK CENTRAL TEXAS,Waco,TX,76710,1,https://www.alliancebanktexas.com,12815.0,39691.0,12326.0,29673.0,9284.0,1223.0,74628.0,4200.0,57866.0,12562.0,0.0
72,9631,ALLIANCE COMMUNITY BANK,Petersburg,IL,62675,1,www.bankacb.com,40024.0,19206.0,14249.0,22344.0,17779.0,4859.0,2297.0,553.0,266.0,690.0,788.0
73,1946,ALLIANT BANK,Madison,MO,65263,1,http://www.alliantbank.com,10151.0,29749.0,4968.0,12623.0,18609.0,3701.0,10452.0,1629.0,7970.0,853.0,0.0
74,55130,"ALLIED FIRST BANK,SB",Oswego,IL,60543,1,http://www.alliedfirst.com,3176.0,8004.0,3377.0,2451.0,4433.0,919.0,257.0,0.0,257.0,0.0,0.0
75,4051,ALLNATIONS BANK,Calumet,OK,73014,1,http://www.anbok.com,2437.0,773.0,1342.0,1360.0,407.0,101.0,0.0,0.0,0.0,0.0,0.0
76,57803,ALLY BANK,Sandy,UT,84070,0,http://www.ally.com,28987000.0,14874000.0,6447000.0,20528000.0,14989000.0,1897000.0,6124000.0,870000.0,3673000.0,1267000.0,314000.0
77,58424,ALMA BANK,Astoria,NY,11102,1,http://www.almabank.com,99034.0,298596.0,51928.0,187277.0,148935.0,9491.0,50755.0,8865.0,27888.0,12493.0,1509.0
78,15426,ALMENA STATE BANK,Almena,KS,67622,1,www.almenastatebank.com,8149.0,68072.0,5345.0,26923.0,31636.0,12317.0,6154.0,1757.0,2406.0,498.0,1493.0
79,23091,ALPINE BANK,Glenwood Springs,CO,81601,1,http://www.alpinebank.com,62641.0,46805.0,22775.0,52890.0,26862.0,6919.0,38979.0,3459.0,10979.0,18738.0,5804.0
80,35377,ALPINE CAPITAL BANK,New York,NY,10019,1,https://www.alpinecapitalbank.com,2939.0,22049.0,3938.0,10911.0,5513.0,4626.0,18698.0,17627.0,1071.0,0.0,0.0
81,19590,ALTAMAHA BANK AND TRUST COMPANY,Vidalia,GA,30474,1,http://www.altamaha.bank,25621.0,18481.0,7996.0,25302.0,9118.0,1686.0,7265.0,300.0,5513.0,1452.0,0.0
82,58275,ALTAPACIFIC BANK,Santa Rosa,CA,95403,1,,1699.0,4217.0,1654.0,3063.0,1086.0,113.0,3251.0,327.0,1715.0,1209.0,0.0
83,8276,ALTON BANK,Alton,MO,65606,1,www.altonbank.com,5907.0,9296.0,3601.0,5272.0,4302.0,2028.0,432.0,432.0,0.0,0.0,0.0
84,27711,ALTOONA FIRST SAVINGS BANK,Altoona,PA,16603,1,www.altoonabank.com,40478.0,27411.0,12565.0,30757.0,18841.0,5726.0,13034.0,2821.0,7861.0,2062.0,290.0
85,9465,ALVA STATE BANK & TRUST COMPANY,Alva,OK,73717,1,WWW.ALVASTATEBANK.COM,40228.0,63025.0,31442.0,46488.0,19412.0,5911.0,25592.0,6654.0,12348.0,5335.0,1255.0
86,622,AMALGAMATED BANK,New York,NY,10001,0,http://AMALGAMATEDBANK.COM,143481.0,216215.0,116316.0,217786.0,21514.0,4080.0,65383.0,57979.0,6612.0,792.0,0.0
87,903,AMALGAMATED BANK OF CHICAGO,Chicago,IL,60602,1,www.aboc.com,4922.0,6722.0,3954.0,6991.0,616.0,83.0,7546.0,3311.0,4235.0,0.0,0.0
88,14531,AMARILLO NATIONAL BANK,Amarillo,TX,79101,1,www.anb.com,178069.0,374052.0,290757.0,194912.0,44046.0,22407.0,177762.0,54895.0,107850.0,10998.0,4019.0
89,28701,AMBLER SAVINGS BANK,Ambler,PA,19002,1,www.amblersav.com,73313.0,45733.0,12098.0,37163.0,49561.0,20224.0,16993.0,2590.0,5621.0,8194.0,588.0
90,6423,AMBOY BANK,Old Bridge,NJ,8857,1,www.amboybank.com,84560.0,202927.0,71901.0,93539.0,119326.0,2721.0,122409.0,78922.0,38782.0,3995.0,710.0
91,22953,"AMERANT BANK, NATIONAL ASSOCIATION",Coral Gables,FL,33134,1,www.amerantbank.com,992374.0,707908.0,329186.0,634906.0,415680.0,320510.0,686849.0,171168.0,302898.0,114345.0,98438.0
92,27267,AMERASIA BANK,Flushing,NY,11355,1,www.amerasiabankny.com,96147.0,152041.0,25468.0,105477.0,107678.0,9566.0,106920.0,16347.0,35833.0,51089.0,3651.0
93,8893,AMERICA'S COMMUNITY BANK,Blue Springs,MO,64015,1,www.amcommbank.com,5272.0,5119.0,2067.0,5091.0,2698.0,535.0,4963.0,527.0,3279.0,1157.0,0.0
94,20311,AMERICAN BANK,Bozeman,MT,59715,1,www.americanbankmontana.com,16252.0,8309.0,4906.0,10389.0,6716.0,2550.0,3215.0,734.0,1156.0,721.0,604.0
95,34422,AMERICAN BANK,Allentown,PA,18104,1,www.ambk.com,81751.0,65013.0,10806.0,47474.0,48206.0,40278.0,22838.0,1682.0,9359.0,5118.0,6679.0
96,1117,AMERICAN BANK & TRUST,Wessington Sprin,SD,57382,1,www.abt.bank,92332.0,66781.0,40497.0,54998.0,54599.0,9019.0,54263.0,13217.0,22283.0,18087.0,676.0
97,19234,AMERICAN BANK & TRUST COMPANY,Covington,LA,70433,1,www.americanbankandtrust.com,14390.0,23349.0,4927.0,15347.0,8051.0,9415.0,12515.0,4007.0,3303.0,1671.0,3534.0
98,17906,AMERICAN BANK & TRUST COMPANY,Opelousas,LA,70570,1,http://www.americanbankandtrust.net,9565.0,8618.0,6596.0,8921.0,2666.0,0.0,2558.0,551.0,2007.0,0.0,0.0
99,35568,"AMERICAN BANK & TRUST COMPANY, INC.",Bowling Green,KY,42103,1,www.ambanking.com,78935.0,58425.0,14021.0,81566.0,38529.0,3243.0,25515.0,890.0,14862.0,7428.0,2335.0
100,31980,AMERICAN BANK & TRUST OF THE CUMBERLANDS,Livingston,TN,38570,1,http://www.abtc.bank,42400.0,50036.0,14947.0,29229.0,37785.0,10475.0,27581.0,751.0,8982.0,12879.0,4969.0
101,6183,AMERICAN BANK & TRUST WISCONSIN,Cuba City,WI,53807,1,,31092.0,12358.0,5869.0,22995.0,11334.0,3253.0,6681.0,2226.0,3455.0,1000.0,0.0
102,20537,AMERICAN BANK AND TRUST COMPANY,Tulsa,OK,74135,1,www.americanbanktulsa.com,5020.0,14299.0,10365.0,6726.0,1994.0,234.0,32479.0,18890.0,13589.0,0.0,0.0
103,34955,"AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",Davenport,IA,52807,1,http://www.ambankqc.com,24084.0,16396.0,5389.0,12874.0,19061.0,3156.0,5148.0,935.0,1048.0,1659.0,1507.0
104,22559,AMERICAN BANK CENTER,Dickinson,ND,58601,1,http://www.weareamerican.bank,85461.0,49648.0,23236.0,56723.0,46597.0,8554.0,76662.0,11991.0,52006.0,10814.0,1851.0
105,4624,AMERICAN BANK OF BAXTER SPRINGS,Baxter Springs,KS,66713,1,http://www.americanbankbaxter.com,7921.0,4271.0,2215.0,4265.0,5414.0,298.0,9689.0,6317.0,2140.0,930.0,302.0
106,5283,AMERICAN BANK OF BEAVER DAM,Beaver Dam,WI,53916,1,www.americanbankbd.com,14180.0,5217.0,3585.0,8953.0,5992.0,867.0,3625.0,556.0,2305.0,764.0,0.0
107,18609,AMERICAN BANK OF COMMERCE,Wolfforth,TX,79382,1,www.theabcbank.com,33138.0,58634.0,24354.0,41414.0,23711.0,2294.0,53951.0,15068.0,31969.0,6102.0,812.0
108,15423,AMERICAN BANK OF MISSOURI,Wellsville,MO,63384,1,www.americanbankofmissouri.bank,66142.0,61196.0,19997.0,61245.0,44907.0,1189.0,18796.0,2450.0,10762.0,5584.0,0.0
109,34606,AMERICAN BANK OF OKLAHOMA,Collinsville,OK,74021,1,http://www.americanbankok.com,28947.0,72036.0,14478.0,44736.0,33478.0,8291.0,22053.0,3065.0,8938.0,9256.0,795.0
110,5216,AMERICAN BANK OF THE NORTH,Nashwauk,MN,55769,1,http://www.ambnk.com,45693.0,11170.0,9664.0,21134.0,17532.0,8533.0,13354.0,9044.0,4036.0,0.0,274.0
111,23886,"AMERICAN BANK, NATIONAL ASSOCIATION",Waco,TX,76712,1,www.ambankwaco.com,23695.0,21297.0,9819.0,16835.0,13999.0,4340.0,49601.0,26184.0,20452.0,2965.0,0.0
112,5800,"AMERICAN BANK, NATIONAL ASSOCIATION",Le Mars,IA,51031,1,www.am-bank.com,42676.0,22823.0,7887.0,20949.0,33477.0,3186.0,11926.0,2377.0,5450.0,3203.0,896.0
113,20241,"AMERICAN BANK, NATIONAL ASSOCIATION",Corpus Christi,TX,78401,1,http://americanbank.com,11245.0,12103.0,8634.0,13019.0,1509.0,186.0,40897.0,8156.0,30584.0,2157.0,0.0
114,21567,"AMERICAN BANK, NATIONAL ASSOCIATION",Dallas,TX,75220,1,https://abdallas.bank,3066.0,7956.0,3569.0,3231.0,2212.0,2009.0,8485.0,3487.0,1541.0,2822.0,634.0
115,34788,AMERICAN BUSINESS BANK,Los Angeles,CA,90014,0,http://WWW.AMERICANBB.BANK,1139.0,6173.0,3464.0,3570.0,279.0,0.0,43131.0,8961.0,33874.0,295.0,0.0
116,57686,"AMERICAN COMMERCE BANK, NATIONAL ASSOCIATION",Bremen,GA,30110,1,www.americancommercebank.com,49900.0,88221.0,15833.0,57910.0,51435.0,12943.0,16001.0,2413.0,10241.0,2897.0,450.0
117,35033,AMERICAN COMMUNITY BANK,Glen Cove,NY,11542,1,http://ACBALWAYS.COM/,9912.0,10457.0,1598.0,9403.0,8547.0,822.0,26974.0,2371.0,13139.0,4358.0,7106.0
118,35412,AMERICAN COMMUNITY BANK & TRUST,Woodstock,IL,60098,1,http://www.amcombank.com,21922.0,25805.0,5138.0,21927.0,18390.0,2272.0,17719.0,1031.0,6924.0,9764.0,0.0
119,29878,AMERICAN COMMUNITY BANK OF INDIANA,Saint John,IN,46373,1,www.acbanker.com,32387.0,23719.0,8320.0,22866.0,23876.0,1044.0,10975.0,1244.0,4348.0,4870.0,513.0
120,57444,AMERICAN CONTINENTAL BANK,City Of Industry,CA,91748,1,http://www.americancontinentalbank.com,20785.0,59881.0,17854.0,55571.0,7241.0,0.0,41483.0,7087.0,28519.0,5877.0,0.0
121,57359,AMERICAN EAGLE BANK,South Elgin,IL,60177,1,http://www.americaneaglebank.com,64901.0,69524.0,10553.0,33604.0,65905.0,24363.0,33149.0,10402.0,9325.0,11938.0,1484.0
122,58514,AMERICAN EAGLE BANK OF CHICAGO,Chicago,IL,60647,1,http://www.americaneaglebank.com,23682.0,31072.0,6702.0,18820.0,15072.0,14160.0,13211.0,1857.0,5318.0,2162.0,3874.0
123,16635,AMERICAN EQUITY BANK,Minnetonka,MN,55343,1,www.americanequitybank.com,7161.0,8233.0,7091.0,4017.0,3649.0,637.0,2512.0,1500.0,0.0,1012.0,0.0
124,428,AMERICAN EXCHANGE BANK,Henryetta,OK,74437,1,americanexchange.bank,11690.0,5841.0,3064.0,11143.0,3325.0,0.0,1674.0,776.0,898.0,0.0,0.0
125,10647,AMERICAN EXCHANGE BANK,Elmwood,NE,68349,1,www.aebank.com,4518.0,4305.0,1544.0,1862.0,3318.0,2099.0,1516.0,914.0,0.0,345.0,257.0
126,2328,"AMERICAN EXCHANGE BANK, LINDSAY, OKLAHOMA",Lindsay,OK,73052,1,,3408.0,2739.0,1793.0,3300.0,1054.0,0.0,1400.0,1400.0,0.0,0.0,0.0
127,27471,AMERICAN EXPRESS NATIONAL BANK,Salt Lake City,UT,84184,0,http://www.americanexpress.com,12930710.0,289339.0,496994.0,4150371.0,6007651.0,2565033.0,263647.0,43420.0,38792.0,151205.0,30230.0
128,29140,AMERICAN FEDERAL BANK,Fargo,ND,58102,1,www.americanfederalbank.com,78040.0,45586.0,22438.0,38113.0,33300.0,29774.0,15992.0,5257.0,6527.0,3539.0,669.0
129,34656,AMERICAN FIRST NATIONAL BANK,Houston,TX,77036,0,www.afnb.com,181532.0,387096.0,91798.0,429526.0,47206.0,100.0,286514.0,30250.0,220197.0,36067.0,0.0
130,4190,AMERICAN HERITAGE BANK,Sapulpa,OK,74066,1,http://www.ahb.bank,76242.0,51557.0,39978.0,53176.0,34370.0,275.0,71505.0,19975.0,30006.0,21524.0,0.0
131,57025,AMERICAN HERITAGE BANK,Clovis,NM,88101,1,www.ahbnm.com,8546.0,7440.0,3000.0,6803.0,4177.0,2006.0,8418.0,2612.0,4210.0,1344.0,252.0
132,8843,AMERICAN HERITAGE NATIONAL BANK,Long Prairie,MN,56347,1,www.logbank.com,29975.0,7086.0,7710.0,17155.0,9102.0,3094.0,6733.0,761.0,3617.0,2355.0,0.0
133,1439,AMERICAN INTERSTATE BANK,Elkhorn,NE,68022,1,http://www.americaninterstatebank.com,9200.0,4351.0,2792.0,6759.0,4001.0,0.0,1713.0,551.0,0.0,1162.0,0.0
134,57695,AMERICAN INVESTORS BANK AND MORTGAGE,Eden Prairie,MN,55344,1,www.aibandm.com,5124.0,6505.0,3998.0,5561.0,1897.0,173.0,3371.0,2652.0,719.0,0.0,0.0
135,34334,AMERICAN METRO BANK,Chicago,IL,60640,1,http://www.americanmetrobank.com,7219.0,22520.0,8604.0,17391.0,3744.0,0.0,12958.0,5500.0,4008.0,3450.0,0.0
136,58309,AMERICAN MOMENTUM BANK,College Station,TX,77845,1,www.americanmomentum.bank,16335.0,20316.0,8245.0,20812.0,5554.0,2041.0,27100.0,7178.0,17010.0,2604.0,308.0
137,24472,AMERICAN NATION BANK,Ardmore,OK,73401,1,www.bankanb.com,43445.0,116248.0,19973.0,64957.0,58497.0,16264.0,37832.0,7734.0,18163.0,9337.0,2598.0
138,19300,AMERICAN NATIONAL BANK,Omaha,NE,68114,1,www.american.bank,148851.0,143795.0,42865.0,121324.0,114843.0,13614.0,78329.0,13625.0,38509.0,19775.0,6420.0
