,cert,docket,fed_rssd,rssdhcr,name,city,state,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,Community_Banks,inst.webaddr,Total_Deposits,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,Transaction_Accounts,Demand_Deposit,Non-Transaction_Accounts,Money_Market_Deposit_Accounts,Other_Savings_Accounts,Time_Deposits,Time_and_Savings_Deposits,Non-Interest_Bearing,Interest-Bearing,Retail_Deposits,depins,irakeogh,bro,broins,DEPLSNB
3135,6078,0,95051,,ONE AMERICAN BANK,Centerville,SD,57014,6/30/2020,8/17/2020,NM,549 Broadway,,3,0,0,8,0,Turner,43620.0,"Sioux Falls, SD",1/1/1883,1/1/1934,5/1/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1,http://www.oneamericanbank.com,127243,127243,89188,0,2958,35097,0,0,35760,26802.0,91483,8949.0,36984.0,45549.0,100441.0,26802.0,100441.0,112696.0,105334,2343.0,11006.0,11006.0,24091.0
3136,8432,10864,99536,1081613.0,ONE BANK OF TENNESSEE,Cookeville,TN,38501,6/30/2020,8/17/2020,NM,140 S. Jefferson St.,B P C CORP,20,0,0,4,1,Putnam,,,11/1/1901,1/1/1934,6/1/2020,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,1,onebanktn.com,1116221,1116221,1060549,0,55647,25,0,0,603781,227952.0,512440,65976.0,132829.0,313635.0,888269.0,227952.0,888269.0,1037506.0,953040,49562.0,0.0,0.0,0.0
3137,58811,18099,3807880,5450927.0,ONE FLORIDA BANK,Orlando,FL,32806,6/30/2020,8/17/2020,NM,1601 S Orange Ave,OFB BANCSHARES INC,5,0,0,4,0,Orange,36740.0,"Orlando-Kissimmee-Sanford, FL",10/29/2008,10/29/2008,6/11/2019,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Tampa,Atlanta,Southern,Southeast,0,1,www.onefloridabank.com,567919,567919,559040,0,8879,0,0,0,203793,172715.0,364126,311713.0,3440.0,48974.0,395204.0,183934.0,383985.0,542933.0,217903,2542.0,0.0,0.0,0.0
3138,57901,0,3296859,3311109.0,ONE WORLD BANK,Dallas,TX,75229,6/30/2020,8/17/2020,NM,2449 Walnut Hill Ln.,ONE WORLD HOLDING INC,2,0,0,4,0,Dallas,19100.0,"Dallas-Fort Worth-Arlington, TX",4/4/2005,4/4/2005,7/11/2018,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,https://oneworldbank.com,101786,101786,101786,0,0,0,0,0,50293,50009.0,51493,7416.0,736.0,43341.0,51777.0,50022.0,51764.0,84486.0,65718,1299.0,0.0,0.0,0.0
3139,15813,14771,1015832,2037569.0,ONESOUTH BANK,Blakely,GA,39823,6/30/2020,8/17/2020,NM,12347 Columbia St.,ONE SOUTH FINANCIAL INC,3,0,0,2,1,Early,,,1/9/1939,4/28/1941,5/2/2019,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Albany Ga,Atlanta,Southern,Southeast,0,1,www.onesouthbank.com,133134,133134,129292,0,3594,248,0,0,51290,38771.0,81844,26384.0,8243.0,47217.0,94363.0,38771.0,94363.0,118333.0,110738,4127.0,248.0,248.0,0.0
3140,23966,9061,935308,,ONEUNITED BANK,Boston,MA,2110,6/30/2020,8/17/2020,NM,100 Franklin St,,5,0,1,4,0,Suffolk,14460.0,"Boston-Cambridge-Newton, MA-NH",8/2/1982,8/2/1982,10/24/2019,Stock,0,0,FDIC,DIF,New York,SAN FRANCISCO,Los Angeles (West),Boston,Northeastern,Northeast,0,1,https://www.oneunited.com/,402227,402227,232661,139,22835,146592,0,0,111374,67408.0,290853,25252.0,57616.0,207985.0,334819.0,67408.0,334819.0,370940.0,360243,1690.0,0.0,0.0,112843.0
3141,10380,13267,248745,2128944.0,OOSTBURG STATE BANK,Oostburg,WI,53070,6/30/2020,8/17/2020,NM,905 Ctr. Ave.,OOSTBURG BCORP INC,3,0,0,4,0,Sheboygan,43100.0,"Sheboygan, WI",3/1/1908,1/1/1934,3/1/2019,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Milwaukee,Chicago,Central,Central,0,1,www.oostburgbank.com,230959,230959,221744,0,9215,0,0,0,70206,61860.0,160753,65366.0,35030.0,60357.0,169099.0,62404.0,168555.0,221774.0,196487,9554.0,5813.0,4066.0,0.0
3142,57944,0,3357219,4980409.0,OPEN BANK,Los Angeles,CA,90017,6/30/2020,8/17/2020,NM,"1000 Wilshire Blvd, # 100",OP BCORP,10,0,1,4,0,Los Angeles,31080.0,"Los Angeles-Long Beach-Anaheim, CA",6/10/2005,6/10/2005,2/15/2013,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Los Angeles (West),San Francisco,Western,Western,0,1,http://WWW.MYOPENBANK.COM,1122037,1122037,1061090,0,60000,947,0,0,433308,429733.0,688729,289591.0,5868.0,393271.0,692304.0,429733.0,692304.0,876345.0,419901,1522.0,35001.0,35001.0,0.0
3143,30182,4902,685676,4126609.0,OPPORTUNITY BANK OF MONTANA,Helena,MT,59601,6/30/2020,8/17/2020,SM,1400 Prospect Ave.,EAGLE BCORP MONTANA INC,22,0,0,4,0,Lewis And Clark,,,1/1/1922,3/26/1942,1/1/2020,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.opportunitybank.com,958343,958343,928951,27,27117,2249,0,0,96841,51473.0,861503,169085.0,482572.0,209846.0,906871.0,271681.0,686662.0,920472.0,814599,29526.0,999.0,0.0,0.0
3144,35430,0,2953418,3251661.0,OPTIMUMBANK,Fort Lauderdale,FL,33308,6/30/2020,8/17/2020,NM,"2929 E. Commercial Blvd,",OPTIMUMBANK HOLDINGS INC,4,0,0,4,0,Broward,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",11/1/2000,11/1/2000,6/1/2020,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,http://www.optimumbank.com,138256,138256,138256,0,0,0,0,0,46808,29463.0,91448,61656.0,470.0,29321.0,108793.0,29972.0,108285.0,134665.0,85244,2131.0,0.0,0.0,0.0
3145,57408,0,3202702,,"OPTUM BANK, INC.",Salt Lake City,UT,84120,6/30/2020,8/17/2020,NM,"2525 Lake Park Blvd, # 110",,1,0,0,9,0,Salt Lake,41620.0,"Salt Lake City, UT",7/21/2003,7/21/2003,4/14/2020,Stock,0,1,FDIC,DIF,San Francisco,SAN FRANCISCO,Salt Lake City,San Francisco,Western,West,0,0,http://www.optumbank.com,9331527,9331527,9331527,0,0,0,0,0,1412053,293547.0,7919474,17543.0,7901931.0,0.0,9037980.0,1990514.0,7341013.0,9263132.0,9026442,0.0,68395.0,68395.0,0.0
3146,35241,0,2794732,3334489.0,OPTUS BANK,Columbia,SC,29201,6/30/2020,8/17/2020,NM,1545 Sumter St.,SCCB FINANCIAL CORP,2,0,0,4,0,Richland,17900.0,"Columbia, SC",3/26/1999,3/26/1999,4/1/2019,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,http://www.optus.bank,114759,114759,84990,0,22802,6967,0,0,30568,26078.0,84191,13318.0,5949.0,64924.0,88681.0,25752.0,89007.0,85350.0,77041,750.0,0.0,0.0,0.0
3147,12944,14523,176101,3596009.0,ORANGE BANK &TRUST COMPANY,Middletown,NY,10940,6/30/2020,8/17/2020,SM,212 Dolson Ave,ORANGE COUNTY BCORP INC,13,0,0,4,0,Orange,39100.0,                                        39100,5/2/1892,1/1/1934,11/29/2017,Stock,0,1,FED,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,http://www.orangebanktrust.com,1438198,1438198,1171360,0,264359,2479,0,0,138748,60281.0,1299450,1076158.0,132943.0,90349.0,1377917.0,503358.0,934841.0,1411612.0,828779,11138.0,0.0,0.0,0.0
3148,57373,0,3125557,3392881.0,OREGON COAST BANK,Newport,OR,97365,6/30/2020,8/17/2020,NM,909 Se Bay Blvd.,OREGON COAST BANCSHARES INC,6,0,0,4,1,Lincoln,,,7/8/2002,7/8/2002,3/19/2018,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Portland,San Francisco,Western,West,0,1,www.oregoncoastbank.com,252321,252321,239177,0,13143,0,0,0,102932,66135.0,149388,73719.0,18835.0,56835.0,186185.0,88346.0,163975.0,240522.0,205399,7847.0,0.0,0.0,0.0
3149,22334,14075,247140,1205473.0,OREGON COMMUNITY BANK,Oregon,WI,53575,6/30/2020,8/17/2020,SM,733 N Main St,BOSSHARD FINANCIAL GROUP INC,12,0,0,4,0,Dane,31540.0,"Madison, WI",9/15/1976,9/15/1976,5/1/2020,Stock,0,1,FED,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1,http://www.oregoncommunitybank.com,1057038,1057038,967033,48,73787,16170,0,0,440467,328584.0,616571,284599.0,125650.0,206322.0,728454.0,328584.0,728454.0,984570.0,764422,29010.0,36332.0,36332.0,0.0
3150,23007,10782,160360,3152423.0,OREGON PACIFIC BANKING COMPANY DBA OREGON PACIFIC BANK,Florence,OR,97439,6/30/2020,8/17/2020,SM,1355 Hwy. 101,OREGON PACIFIC BCORP,5,0,0,4,0,Lane,21660.0,"Eugene, OR",12/17/1979,12/17/1979,11/16/2017,Stock,0,1,FED,DIF,San Francisco,SAN FRANCISCO,Portland,San Francisco,Western,West,0,1,https://www.opbc.com,465927,465927,441437,0,22999,1490,0,0,92520,86978.0,373406,97506.0,256015.0,19885.0,378948.0,125830.0,340097.0,464156.0,358005,5664.0,0.0,0.0,0.0
3151,31469,7034,245276,2490575.0,ORIENTAL BANK,San Juan,PR,918,6/30/2020,8/17/2020,NM,254 Munoz Rivera Ave.,OFG BCORP,0,0,1,9,0,San Juan,41980.0,"San Juan-Carolina-Caguas, PR",3/25/1965,3/25/1965,12/31/2019,Stock,0,1,FDIC,DIF,New York,NEW YORK,San Juan,New York,Northeastern,Southeast,60,1,http://www.orientalbank.com,8558017,8558017,8192860,449,275324,88524,860,0,4393037,2238970.0,4164980,39201.0,1982217.0,2143562.0,6319047.0,2238970.0,6319047.0,7668286.0,5437295,249193.0,216841.0,216841.0,0.0
3152,12614,12804,667757,1885307.0,ORIGIN BANK,Choudrant,LA,71227,6/30/2020,8/17/2020,SM,3921 Elm St.,ORIGIN BCORP INC,45,0,1,4,0,Lincoln,,,11/23/1912,1/1/1934,12/31/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Shreveport,Dallas,Southern,Western,0,0,www.origin.bank,5384909,5384909,4749612,1,618266,17030,0,0,538452,538452.0,4846457,3917288.0,183553.0,745617.0,4846457.0,1597433.0,3787476.0,4584067.0,2644747,106591.0,490881.0,489586.0,0.0
3153,1388,0,845452,1124574.0,ORMSBY STATE BANK,Ormsby,MN,56162,6/30/2020,8/17/2020,NM,513 Main St.,ORMSBY BANCSHARES INC,1,0,0,2,1,Martin,,,7/1/1901,1/1/1934,9/11/2013,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,www.ormsbybank.com,20469,20469,19669,0,757,43,0,0,6747,3994.0,13722,0.0,4579.0,9143.0,16475.0,3876.0,16593.0,17940.0,19476,2392.0,1000.0,1000.0,0.0
3154,713,10038,342410,1248153.0,ORRSTOWN BANK,Shippensburg,PA,17257,6/30/2020,8/17/2020,SM,77 E. King St.,ORRSTOWN FINL SERVICES INC,33,0,1,4,0,Cumberland,25420.0,"Harrisburg-Carlisle, PA",5/1/1919,1/1/1934,5/1/2019,Stock,0,1,FED,DIF,New York,NEW YORK,Harrisburg,Philadelphia,Northeastern,Northeast,0,0,http://www.orrstown.com,2262504,2262504,1969363,0,283107,10034,0,0,317910,235923.0,1944594,1339328.0,156711.0,448556.0,2026581.0,440423.0,1822081.0,2196601.0,1820562,68964.0,1000.0,1000.0,10779.0
3155,1837,0,948643,1138375.0,OSSIAN STATE BANK,Ossian,IN,46777,6/30/2020,8/17/2020,NM,102 N. Jefferson St.,OSSIAN FINANCIAL SERVICES INC,3,0,0,4,1,Wells,,,10/19/1912,1/1/1934,1/2/2008,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,http://www.ossianstatebank.com,112393,112393,89989,0,22404,0,0,0,51935,33343.0,60458,23193.0,25707.0,11559.0,79050.0,31409.0,80984.0,111061.0,81490,4573.0,0.0,0.0,0.0
3156,27989,17997,725077,5009204.0,OTTAWA SAVINGS BANK,Ottawa,IL,61350,6/30/2020,8/17/2020,SA,925 La Salle St,OTTAWA BCORP INC,3,0,0,4,0,La Salle,,,1/1/1871,4/3/1935,12/31/2014,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Princeton,Chicago,Central,Central,0,1,www.ottawasavings.com,244815,244815,221283,0,23532,0,0,0,83369,82522.0,161446,24338.0,29389.0,107718.0,162293.0,25237.0,219578.0,226592.0,210949,14116.0,5490.0,0.0,14345.0
3157,27955,16021,474777,2412586.0,OUR COMMUNITY BANK,Spencer,IN,47460,6/30/2020,8/17/2020,NM,279 E. Morgan St.,HOME FINANCIAL BCORP,2,0,0,5,0,Owen,14020.0,"Bloomington, IN",1/1/1911,12/16/1935,7/15/2011,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.ocbconnect.com,56349,56349,48380,0,7969,0,0,0,22126,22126.0,34223,0.0,15529.0,18694.0,34223.0,13533.0,42816.0,51813.0,47733,915.0,1986.0,1986.0,0.0
3158,13112,8907,38740,1207954.0,OWEN COUNTY STATE BANK,Spencer,IN,47460,6/30/2020,8/17/2020,NM,201 W. Morgan St.,OWEN FINANCIAL CORP,7,0,0,4,0,Owen,14020.0,"Bloomington, IN",1/1/1934,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.ocsbank.com,226364,226364,189294,0,36921,149,0,0,110577,67291.0,115787,27344.0,25585.0,62858.0,159073.0,35720.0,190644.0,216145.0,181201,10943.0,0.0,0.0,0.0
3159,9672,16019,492810,1071735.0,OWINGSVILLE BANKING COMPANY,Owingsville,KY,40360,6/30/2020,8/17/2020,NM,49 W. Main St.,BATH COUNTY BANKING CO,3,0,0,2,0,Bath,,,5/10/1893,1/1/1934,7/15/2016,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1,www.bankobc.com; www.bankobc.net,63990,63990,58753,0,5237,0,0,0,24073,11255.0,39917,709.0,6480.0,32728.0,52735.0,11255.0,52735.0,62285.0,61702,1775.0,1000.0,0.0,0.0
3160,9719,12402,448040,1249383.0,OXFORD BANK,Oxford,MI,48371,6/30/2020,8/17/2020,NM,60 S. Washington St.,OXFORD BANK CORP,9,0,0,4,0,Oakland,19820.0,"Detroit-Warren-Dearborn, MI",6/4/1884,1/1/1934,5/1/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Detroit,Chicago,Central,Central,0,1,www.oxfordbank.com,601083,601083,573949,0,27135,0,0,0,189615,149772.0,411469,236415.0,122090.0,52964.0,451312.0,149772.0,451311.0,584766.0,377069,10634.0,0.0,0.0,0.0
3161,9260,11032,647432,1248032.0,OXFORD BANK & TRUST,Oak Brook,IL,60523,6/30/2020,8/17/2020,NM,"1111 W. 22nd St, # 800",OXFORD FINANCIAL CORP,8,0,0,4,1,Du Page,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",11/10/1902,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.oxford.bank,594171,594171,588492,0,5679,0,0,0,154916,103656.0,439255,241222.0,69881.0,128153.0,490515.0,103656.0,490515.0,568542.0,519115,15777.0,8352.0,8352.0,3598.0
3162,57034,0,2938769,3260551.0,OXFORD UNIVERSITY BANK,Oxford,MS,38655,6/30/2020,8/17/2020,NM,1500 University Ave.,LAFAYETTE BCORP INC,5,0,0,4,0,Lafayette,,,11/27/2000,11/27/2000,6/16/2014,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Memphis,St. louis,Southern,West,0,1,http://www.oubol.com,169352,169352,164232,125,3885,1110,0,0,71484,31170.0,97868,13456.0,12009.0,72404.0,138182.0,35781.0,133571.0,150894.0,146014,5610.0,0.0,0.0,0.0
3163,1654,14406,882952,,OZARK BANK,Ozark,MO,65721,6/30/2020,8/17/2020,NM,106-112 N. 2nd Ave.,,4,0,0,4,1,Christian,44180.0,"Springfield, MO",9/25/1906,1/1/1934,11/2/2016,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Springfield Mo,St. louis,Western,West,0,1,http://www.ozarkbank.com,241953,241953,181463,1,51005,9484,0,0,140780,35766.0,101173,25040.0,18698.0,57435.0,206187.0,35766.0,206186.0,225748.0,173242,7109.0,0.0,0.0,9484.0
3164,28277,1283,1016174,,OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION,Farmington,MO,63640,6/30/2020,8/17/2020,SA,2 E. Columbia,,5,0,0,5,0,Saint Francois,,,1/1/1930,12/3/1934,7/21/2011,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1,www.ozarksfederal.com,217003,217003,211242,0,5757,4,0,0,47137,11571.0,169866,23117.0,19913.0,126836.0,205432.0,11570.0,205433.0,204037.0,207512,16722.0,0.0,0.0,0.0
3165,58234,0,3546862,,PACIFIC ALLIANCE BANK,Rosemead,CA,91770,6/30/2020,8/17/2020,NM,8400 E. Valley Blvd.,,3,0,0,4,0,Los Angeles,31080.0,"Los Angeles-Long Beach-Anaheim, CA",12/27/2006,12/27/2006,12/11/2019,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Los Angeles (North),San Francisco,Western,Western,0,1,www.pacificalliancebank.com,266201,266201,224745,0,9642,31814,0,0,23902,15832.0,242299,34112.0,3290.0,204898.0,250369.0,15832.0,250369.0,193942.0,207122,2670.0,0.0,0.0,30076.0
3166,57463,0,3212402,3595084.0,PACIFIC CITY BANK,Los Angeles,CA,90010,6/30/2020,8/17/2020,NM,"3701 Wilshire Blvd, # 900",PCB BCORP,13,0,1,4,0,Los Angeles,31080.0,"Los Angeles-Long Beach-Anaheim, CA",9/18/2003,9/18/2003,3/2/2018,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Los Angeles (West),San Francisco,Western,Western,0,1,http://www.paccitybank.com,1650532,1650532,1560532,0,90000,0,0,0,576189,555005.0,1074343,339455.0,8258.0,726630.0,1095527.0,555016.0,1095516.0,1308342.0,998710,5963.0,82010.0,82010.0,37068.0
3167,34252,0,2451240,2731586.0,PACIFIC COAST BANKERS' BANK,Walnut Creek,CA,94596,6/30/2020,8/17/2020,SM,"1676 N. California Blvd, # 3",PACIFIC COAST BANKERS BANCSHARES,1,0,0,9,0,Contra Costa,41860.0,"San Francisco-Oakland-Hayward, CA",1/2/1997,1/2/1997,3/2/2018,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,0,http://pcbb.com,992501,992501,33804,0,0,958697,0,0,283873,283873.0,708628,670003.0,0.0,38625.0,708628.0,283755.0,708745.0,961678.0,121452,0.0,117.0,117.0,0.0
3168,34585,0,2643595,2713685.0,PACIFIC CREST SAVINGS BANK,Lynnwood,WA,98037,6/30/2020,8/17/2020,SB,"3500 188th St, S.W, # 575",PACIFIC CREST BCORP INC,1,0,0,4,1,Snohomish,42660.0,"Seattle-Tacoma-Bellevue, WA",1/2/1998,1/2/1998,8/4/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,http://www.paccrest.com/,188100,188100,176427,0,248,11425,0,0,15237,5026.0,172863,72424.0,0.0,100439.0,183074.0,5026.0,183074.0,159996.0,148826,8417.0,14246.0,14246.0,11425.0
3169,58415,0,3490871,3490880.0,PACIFIC ENTERPRISE BANK,Irvine,CA,92614,6/30/2020,8/17/2020,SM,17748 Sky Park Circle,PACIFIC ENTERPRISE BCORP,1,0,0,4,0,Orange,31080.0,"Los Angeles-Long Beach-Anaheim, CA",4/30/2007,4/30/2007,3/2/2018,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Orange,San Francisco,Western,Western,0,1,www.pacificenterprisebank.com,504983,504983,378876,0,59766,66341,0,0,85627,59424.0,419356,148094.0,1103.0,270159.0,445559.0,59424.0,445559.0,372444.0,277743,295.0,137664.0,44862.0,113484.0
3170,34940,0,2717012,2869733.0,PACIFIC MERCANTILE BANK,Costa Mesa,CA,92626,6/30/2020,8/17/2020,SM,"949 S. Coast Drive, 3rd. Fl.",PACIFIC MERCANTILE BCORP,7,0,0,4,0,Orange,31080.0,"Los Angeles-Long Beach-Anaheim, CA",3/1/1999,3/1/1999,9/19/2017,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Orange,San Francisco,Western,Western,0,1,http://www.pmbank.com,1433277,1433277,1379115,0,7066,47096,0,0,179293,84377.0,1253984,311808.0,692405.0,249772.0,1348900.0,599698.0,833579.0,1328312.0,562430,24334.0,168824.0,0.0,28553.0
3171,26299,10618,577137,,PACIFIC NATIONAL BANK,Miami,FL,33131,6/30/2020,8/17/2020,N,1390 Brickell Ave.,,3,0,0,4,0,Miami-Dade,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",7/22/1985,7/22/1985,3/31/2006,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,0,www.pnb.com,600446,600446,542885,0,7326,44065,6170,0,102640,96927.0,497806,234056.0,7814.0,255936.0,503519.0,79454.0,520992.0,515786.0,457684,4129.0,0.0,0.0,44065.0
3172,32172,7946,431172,3489594.0,PACIFIC PREMIER BANK,Irvine,CA,92614,6/30/2020,8/17/2020,SM,17901 Von Karman Ave,PACIFIC PREMIER BCORP INC,87,0,1,4,0,Orange,31080.0,"Los Angeles-Long Beach-Anaheim, CA",8/5/1983,8/5/1983,6/1/2020,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Orange,San Francisco,Western,Western,0,0,http://www.ppbi.com,17150542,17150542,15767933,0,1296862,85747,0,0,862097,640929.0,16288445,10975841.0,3392171.0,1920432.0,16509613.0,6066381.0,11084161.0,15994509.0,8506341,110934.0,374284.0,374284.0,6233.0
3173,57740,0,3293540,,PACIFIC VALLEY BANK,Salinas,CA,93901,6/30/2020,8/17/2020,NM,422 Main St.,,3,0,0,4,0,Monterey,41500.0,"Salinas, CA",9/14/2004,9/14/2004,3/2/2018,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,1,www.pacificvalleybank.com,385536,385536,385536,0,0,0,0,0,202207,174643.0,183329,119878.0,16823.0,46629.0,210893.0,174643.0,210893.0,363467.0,199396,2710.0,0.0,0.0,0.0
3174,57872,0,3303944,,PACIFIC WEST BANK,West Linn,OR,97068,6/30/2020,8/17/2020,NM,2040 8th Ave.,,2,0,0,4,0,Clackamas,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",11/5/2004,11/5/2004,2/14/2019,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Portland,San Francisco,Western,West,0,1,www.bankpacificwest.com,151741,151741,149987,0,1754,0,0,0,85592,68556.0,66149,43267.0,6780.0,16101.0,83185.0,68335.0,83406.0,148411.0,92908,354.0,0.0,0.0,2219.0
3175,24045,0,494261,2875332.0,PACIFIC WESTERN BANK,Beverly Hills,CA,90212,6/30/2020,8/17/2020,NM,"9701 Wilshire Blvd, # 101",PACWEST BCORP,81,0,1,4,0,Los Angeles,31080.0,"Los Angeles-Long Beach-Anaheim, CA",8/26/1982,8/26/1982,6/28/2019,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Orange,San Francisco,Western,Western,0,0,www.pacwest.com,23040035,23040035,22148370,0,876983,14682,0,0,3584350,760154.0,19455685,16730233.0,549953.0,2175499.0,22279881.0,8740998.0,14299037.0,20455534.0,9423582,358547.0,1935700.0,1931930.0,2503540.0
3176,17563,12235,277820,1076329.0,PALMETTO STATE BANK,Hampton,SC,29924,6/30/2020,8/17/2020,NM,"601 1st St, W.",PALMETTO STATE BANKSHARES INC,8,0,0,7,0,Hampton,,,1/1/1907,12/28/1955,4/25/2014,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,http://www.palmettostatebank.com,520198,520198,477087,1125,41986,0,0,0,279433,279433.0,240765,73570.0,86923.0,80271.0,240765.0,143867.0,376331.0,492863.0,367911,15634.0,0.0,0.0,0.0
3177,13990,0,90047,1201596.0,PALO SAVINGS BANK,Palo,IA,52324,6/30/2020,8/17/2020,NM,2801 Hollenbeck Rd.,BANKERS EQUITY CORP,1,0,0,2,1,Linn,16300.0,"Cedar Rapids, IA",1/1/1908,3/3/1934,12/19/2018,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.palosavingsbank.com,36292,36292,33616,0,2676,0,0,0,13683,7526.0,22609,1789.0,6105.0,14715.0,28766.0,7526.0,28766.0,34998.0,31490,2679.0,249.0,249.0,0.0
3178,34108,0,2343167,3618545.0,PAN AMERICAN BANK & TRUST,Melrose Park,IL,60160,6/30/2020,8/17/2020,NM,1440 W. N. Ave.,AMERICAN BCORP OF ILLINOIS INC,6,0,0,4,1,Cook,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",12/22/1995,12/22/1995,9/16/2016,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,WWW.PANAMERBANK.COM,338179,338179,248740,0,74709,14730,0,0,90725,65527.0,247454,104749.0,21403.0,121301.0,272652.0,56461.0,281718.0,289976.0,233151,7872.0,25976.0,15461.0,13409.0
3179,24763,0,1013856,2860918.0,PANOLA NATIONAL BANK,Carthage,TX,75633,6/30/2020,8/17/2020,N,1510 W. Panola,PANOLA NATIONAL BANCSHARES INC,2,0,0,5,1,Panola,,,10/6/1983,10/6/1983,8/29/2014,Stock,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.panolanationalbank.com,108739,108739,105516,0,3223,0,0,0,64390,39543.0,44349,7994.0,17242.0,19113.0,69196.0,39543.0,69196.0,104906.0,89711,2847.0,0.0,0.0,0.0
3180,29676,3871,102874,,PAPER CITY SAVINGS ASSOCIATION,Wisconsin Rapids,WI,54494,6/30/2020,8/17/2020,SA,4200 8th St. S.,,3,0,0,8,0,Wood,,,1/1/1933,5/26/1958,7/21/2011,Non-Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Appleton,Chicago,Central,Central,0,1,www.papercitysavings.com,160990,160990,160293,0,617,81,0,0,23013,14534.0,137978,27602.0,25893.0,84482.0,146457.0,14735.0,146255.0,151986.0,153901,17428.0,0.0,0.0,0.0
