,cert,docket,fed_rssd,rssdhcr,name,city,state,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,Community_Banks,inst.webaddr,Total_Deposits,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,Transaction_Accounts,Demand_Deposit,Non-Transaction_Accounts,Money_Market_Deposit_Accounts,Other_Savings_Accounts,Time_Deposits,Time_and_Savings_Deposits,Non-Interest_Bearing,Interest-Bearing,Retail_Deposits,depins,irakeogh,bro,broins,DEPLSNB
0,4829,0,746223,2706726.0,1880 BANK,Cambridge,MD,21613,6/30/2020,8/17/2020,SM,304 High St.,DELMARVA BANCSHARES INC,6,0,0,4,0,Dorchester,,,1/1/1880,1/1/1934,7/16/2015,Stock,0,1,FED,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,www.1880bank.com,338171,338171,289482,3,48686,0,0,0,161620,114293.0,176551,41717.0,70974.0,63860.0,223878.0,113170.0,225001.0,324433.0,247628,12126.0,0.0,0.0,0.0
1,57899,0,3317192,4526496.0,1ST ADVANTAGE BANK,Saint Peters,MO,63376,6/30/2020,8/17/2020,NM,240 Salt Lick Rd.,BANC INVESTORS LLC,1,0,0,4,0,Saint Charles,41180.0,"St. Louis, MO-IL",1/31/2005,1/31/2005,9/10/2010,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1,www.1stadvantagebank.com,102742,102742,97000,0,25,5717,0,0,37071,32776.0,65671,22209.0,2251.0,41211.0,69966.0,34295.0,68447.0,92727.0,76459,2511.0,0.0,0.0,4170.0
2,22039,0,564856,1128415.0,1ST BANK,Broadus,MT,59317,6/30/2020,8/17/2020,SM,201 N. Wilbur Ave,1ST UNITED BCORP INC,1,0,0,2,1,Powder River,,,6/9/1975,6/9/1975,2/23/2018,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.our1stbank.com,46828,46828,45265,0,1562,0,0,0,21727,9385.0,25100,10308.0,6847.0,7945.0,37442.0,10327.0,36501.0,45330.0,40462,748.0,0.0,0.0,0.0
3,4122,0,350657,,1ST BANK IN HOMINY,Hominy,OK,74035,6/30/2020,8/17/2020,SM,117 N. Price,,1,0,0,8,1,Osage,46140.0,"Tulsa, OK",4/12/1906,1/1/1934,7/19/2019,Stock,0,0,FED,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.1stbankhominy.com,38574,38574,31273,0,7301,0,0,0,14944,8260.0,23630,2873.0,5692.0,15064.0,30314.0,8260.0,30314.0,36363.0,35013,2108.0,0.0,0.0,0.0
4,30367,5236,148470,3848427.0,1ST BANK OF SEA ISLE CITY,Sea Isle City,NJ,8243,6/30/2020,8/17/2020,SB,4301 Landis Ave.,SEA ISLE FINANCIAL CORP MHC,3,0,0,5,0,Cape May,36140.0,"Ocean City, NJ",1/1/1882,11/30/1948,9/19/2014,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,Philadelphia,Northeastern,Northeast,0,1,www.1stbankseaisle.com,227284,227284,189837,0,37430,17,0,0,100510,61069.0,126774,696.0,97664.0,28414.0,166215.0,58605.0,168679.0,216503.0,159623,6181.0,0.0,0.0,0.0
5,57298,0,3048487,3559844.0,1ST BANK YUMA,Yuma,AZ,85364,6/30/2020,8/17/2020,NM,2799 S. 4th Ave.,WESTERN ARIZONA BCORP INC,5,0,0,4,0,Yuma,49740.0,"Yuma, AZ",9/4/2001,9/4/2001,3/2/2018,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Phoenix,San Francisco,Western,Western,0,1,http://www.1stbankyuma.com,443289,443289,422845,0,20444,0,0,0,290700,290700.0,152589,53318.0,64524.0,34745.0,152589.0,228133.0,215156.0,430433.0,270658,2795.0,0.0,0.0,0.0
6,32487,8322,941653,1064791.0,1ST CAMERON STATE BANK,Cameron,MO,64429,6/30/2020,8/17/2020,NM,124 S. Walnut,C&M BANCSHARES INC,2,0,0,7,0,Clinton,28140.0,"Kansas City, MO-KS",8/11/1986,8/11/1986,6/29/2009,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.1stcameron.com,46909,46909,38772,7,8130,0,0,0,19419,12205.0,27490,8754.0,11145.0,7591.0,34704.0,12205.0,34704.0,45735.0,39465,1761.0,0.0,0.0,0.0
7,58485,0,3594797,,1ST CAPITAL BANK,Salinas,CA,93901,6/30/2020,8/17/2020,NM,"150 Main St, # 150, Salinas,",,6,0,0,4,0,Monterey,41500.0,"Salinas, CA",4/16/2007,4/16/2007,5/1/2017,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,1,www.1stcapital.bank,650795,650795,628572,0,22223,0,0,0,389816,343042.0,260979,138796.0,103152.0,19031.0,307753.0,343042.0,307753.0,641661.0,322696,2607.0,0.0,0.0,0.0
8,35456,0,2920773,3118513.0,1ST COLONIAL COMMUNITY BANK,Collingswood,NJ,8108,6/30/2020,8/17/2020,NM,1040 Haddon Ave.,1ST COLONIAL BCORP INC,3,0,0,4,0,Camden,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6/29/2000,6/29/2000,2/3/2020,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,Philadelphia,Northeastern,Northeast,0,1,http://www.1stcolonial.com,539790,539790,337673,0,201872,245,0,0,68835,22965.0,470955,30656.0,321324.0,118975.0,516825.0,82984.0,456806.0,485179.0,261860,9898.0,15641.0,15641.0,0.0
9,11706,12404,338945,1204083.0,1ST COMMUNITY BANK,Sherrard,IL,61281,6/30/2020,8/17/2020,NM,407 3rd St.,ILLINOIS HOLDING CO,2,0,0,2,1,Mercer,19340.0,"Davenport-Moline-Rock Island, IA-IL",1/1/1910,1/1/1934,10/15/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,http://www.1stcommunitybanks.com,58432,58432,53074,0,5358,0,0,0,14431,9737.0,44001,12690.0,9318.0,21993.0,48695.0,9737.0,48695.0,52646.0,46163,250.0,0.0,0.0,0.0
10,27552,10064,1412619,2784920.0,1ST CONSTITUTION BANK,Cranbury,NJ,8512,6/30/2020,8/17/2020,NM,2650 Rt. 130,1ST CONSTITUTION BCORP,27,0,0,4,0,Middlesex,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",7/24/1989,7/24/1989,11/8/2019,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,www.1stconstitution.com,1409860,1409860,1243079,0,166781,0,0,0,143916,98694.0,1265944,80237.0,856095.0,329612.0,1311166.0,397706.0,1012154.0,1368475.0,1109086,33629.0,0.0,0.0,97796.0
11,34393,0,2531562,2531553.0,1ST EQUITY BANK,Skokie,IL,60076,6/30/2020,8/17/2020,NM,3956 W. Dempster St.,FIRST EQUITY CORP,1,0,0,4,1,Cook,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",6/9/1997,6/9/1997,5/5/2020,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.1stequitybank.net,102562,102562,85922,0,0,16641,0,0,18761,10465.0,83802,15697.0,6055.0,62050.0,92098.0,10465.0,92097.0,95850.0,170887,4414.0,0.0,0.0,16641.0
12,31410,6903,535575,3834710.0,"1ST FEDERAL SAVINGS BANK OF SC, INC.",Walterboro,SC,29488,6/30/2020,8/17/2020,SB,300 Robertson Blvd.,FIRST CAROLINA BANCSHARES M H C,2,0,0,5,0,Colleton,,,1/1/1962,8/9/1963,4/30/2018,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,www.1stfederalofsc.com,97960,97960,93422,0,520,4018,0,0,45946,22575.0,52014,4809.0,21098.0,26107.0,75385.0,22623.0,75337.0,94697.0,87980,6014.0,0.0,0.0,4045.0
13,1673,0,526452,,1ST FINANCIAL BANK USA,Dakota Dunes,SD,57049,6/30/2020,8/17/2020,NM,331 N. Dakota Dunes Blvd.,,2,0,0,3,0,Union,43580.0,"Sioux City, IA-NE-SD",1/1/1910,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,0,http://www.1fbusa.com,422957,422957,404233,0,18724,0,0,0,15757,9072.0,407200,18386.0,2506.0,386307.0,413885.0,9075.0,413882.0,221703.0,407033,1045.0,193606.0,193606.0,166868.0
14,6646,8805,480723,,1ST NATIONAL BANK,Lebanon,OH,45036,6/30/2020,8/17/2020,N,730 E. Main St.,,10,0,0,4,1,Warren,17140.0,"Cincinnati, OH-KY-IN",1/1/1907,1/1/1934,11/1/2012,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,1,WWW.BANKWITH1ST.COM,212799,212799,195221,0,17577,0,0,0,85075,54918.0,127723,9051.0,35007.0,83665.0,157880.0,56465.0,156334.0,194261.0,169060,4242.0,1017.0,0.0,0.0
15,57633,0,1018927,4347208.0,1ST SECURITY BANK OF WASHINGTON,Mountlake Terrac,WA,98043,6/30/2020,8/17/2020,SB,"6920 220th St. Sw, # 300",FS BCORP INC,23,0,0,4,0,Snohomish,42660.0,"Seattle-Tacoma-Bellevue, WA",4/1/2004,4/1/2004,11/15/2018,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,WWW.FSBWA.com,1618253,1618253,1598465,0,13690,6098,0,0,101999,31165.0,1516254,799347.0,143740.0,573169.0,1587088.0,31165.0,1587088.0,1335223.0,1244681,48312.0,198038.0,198038.0,6098.0
16,9087,10250,991340,1199602.0,1ST SOURCE BANK,South Bend,IN,46601,6/30/2020,8/17/2020,SM,"100 N. Michigan St, # B",1ST SOURCE CORP,83,0,1,4,0,St Joseph,43780.0,"South Bend-Mishawaka, IN-MI",1/1/1922,1/1/1934,12/31/2015,Stock,0,1,FED,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.1stsource.com,5993958,5993958,5120797,1,842948,30212,0,0,377885,377885.0,5616073,3611935.0,514756.0,1489382.0,5616073.0,1684104.0,4309854.0,5380096.0,3455253,165249.0,329586.0,329586.0,32178.0
17,57626,0,3223305,3223293.0,1ST STATE BANK,Saginaw,MI,48604,6/30/2020,8/17/2020,NM,"4800 Fashion Sq. Blvd, # 100",1ST STATE FINANCIAL LTD,5,0,0,4,0,Saginaw,40980.0,"Saginaw, MI",4/12/2004,4/12/2004,8/19/2013,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Detroit,Chicago,Central,Central,0,1,www.1ststatebk.com,362963,362963,322027,0,40688,249,0,0,227455,191715.0,135509,105549.0,12693.0,17268.0,171249.0,184019.0,178944.0,357640.0,178381,2032.0,0.0,0.0,249.0
18,22543,14261,170640,3070152.0,1ST STATE BANK OF MASON CITY,Mason City,IL,62664,6/30/2020,8/17/2020,NM,123 W. Elm St.,FIRSTATE BCORP INC,1,0,0,7,1,Mason,,,11/1/1977,11/1/1977,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,www.1ststatebankmc.com,24382,24382,23630,3,749,0,0,0,9633,5212.0,14749,1618.0,5054.0,8078.0,19170.0,5266.0,19116.0,24111.0,24372,1090.0,0.0,0.0,0.0
19,8426,10595,526519,1830240.0,1ST SUMMIT BANK,Johnstown,PA,15904,6/30/2020,8/17/2020,NM,125 Donald Ln.,1ST SUMMIT BCORP JOHNSTOWN INC,16,0,0,9,0,Cambria,27780.0,"Johnstown, PA",1/1/1924,1/1/1934,1/5/2016,Stock,0,1,FDIC,DIF,New York,NEW YORK,Wexford,Philadelphia,Northeastern,Northeast,0,1,http://www.1stsummit.bank,1022508,1022508,897773,58,121054,3623,0,0,108857,47420.0,913651,333641.0,147747.0,432263.0,975088.0,108896.0,913612.0,953180.0,750702,107867.0,0.0,0.0,0.0
20,57869,0,3309393,,"1ST TRUST BANK, INC.",Hazard,KY,41701,6/30/2020,8/17/2020,NM,44 Commerce Dr.,,4,0,0,4,0,Perry,,,12/13/2004,12/13/2004,10/16/2018,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1,https://www.1tbi.com,240928,240928,227643,0,8867,4418,0,0,75700,65654.0,165228,5444.0,15140.0,144643.0,175274.0,48894.0,192034.0,171630.0,177488,6809.0,22037.0,22037.0,3668.0
21,31249,6607,350572,4498726.0,1ST UNITED BANK,Faribault,MN,55021,6/30/2020,8/17/2020,NM,430 4th St Nw,J&B FINANCIAL HOLDINGS INC,2,0,0,4,0,Rice,,,1/1/1920,12/18/1961,2/13/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,www.1stunited.com,146272,146272,143207,0,3065,0,0,0,73225,29889.0,73047,0.0,63039.0,10008.0,116383.0,29889.0,116383.0,145418.0,127657,4340.0,0.0,0.0,0.0
22,9751,0,340256,3304352.0,21ST CENTURY BANK,Loretto,MN,55357,6/30/2020,8/17/2020,NM,699 N. Medina St.,DOLPHIN FAMILY MANAGEMENT CO,8,0,0,4,0,Hennepin,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",6/2/1917,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.21stcenturybank.com,492870,492870,480427,0,12443,0,0,0,32048,29807.0,460822,118701.0,201841.0,140280.0,463063.0,157685.0,335185.0,402053.0,344704,9185.0,86945.0,86945.0,0.0
23,16910,0,449430,3438051.0,22ND STATE BANK,Louisville,AL,36048,6/30/2020,8/17/2020,NM,1920 Main St.,FEB BANCSHARES INC,5,0,0,4,1,Barbour,,,1/1/1917,5/29/1950,10/1/2018,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Montgomery,Atlanta,Southern,Southeast,0,1,www.22ndstatebank.com,121778,121778,109897,230,11651,0,0,0,34930,27274.0,86848,17541.0,5964.0,63343.0,94504.0,27256.0,94522.0,109522.0,103946,3082.0,496.0,496.0,15494.0
24,91005,0,455253,4754758.0,5STAR BANK,Colorado Springs,CO,80914,6/30/2020,8/17/2020,NM,"Peterson Air Force Base, 455",LITTLE LONDON BCORP,5,0,0,4,0,El Paso,17820.0,"Colorado Springs, CO",6/10/1980,11/5/1985,8/23/2013,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.5star.bank,293451,293451,230948,0,8500,54003,0,0,89803,73972.0,203648,95862.0,18819.0,88967.0,219479.0,73792.0,219659.0,281102.0,240616,3704.0,0.0,0.0,52003.0
25,35029,0,2775151,2775142.0,AB&T,Albany,GA,31708,6/30/2020,8/17/2020,NM,2815 Meredyth Dr.,COMMUNITY CAPITAL BANCSHARES,4,0,0,4,0,Dougherty,10500.0,"Albany, GA",4/28/1999,4/28/1999,12/31/2016,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Albany Ga,Atlanta,Southern,Southeast,0,1,www.abtgold.com,190989,190989,183256,0,7734,0,0,0,133469,110641.0,57521,32447.0,10060.0,15014.0,80349.0,80028.0,110961.0,187140.0,126599,3272.0,0.0,0.0,0.0
26,32257,8059,762773,,ABACUS FEDERAL SAVINGS BANK,New York,NY,10013,6/30/2020,8/17/2020,SA,6 Bowery,,6,0,1,5,0,New York,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",11/29/1984,11/29/1984,2/23/2012,Stock,0,0,OCC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,www.abacusbank.com,316046,316046,316047,0,0,0,0,0,91580,86156.0,224467,17874.0,75026.0,131566.0,229891.0,91175.0,224871.0,247101.0,279597,3774.0,60058.0,60058.0,9807.0
27,30332,5179,114774,,ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK),Abbeville,LA,70510,6/30/2020,8/17/2020,SB,1212 Charity St.,,1,0,0,4,0,Vermilion,29180.0,"Lafayette, LA",1/1/1890,8/9/1948,3/31/2006,Non-Stock,0,0,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,www.abbemae.com,39065,39065,37038,0,2027,0,0,0,5909,1514.0,33156,16241.0,2199.0,14715.0,37551.0,1515.0,37550.0,35590.0,33838,2005.0,0.0,0.0,0.0
28,30619,5642,416272,,"ABBEVILLE FIRST BANK, SSB",Abbeville,SC,29620,6/30/2020,8/17/2020,SB,205 S. Main St,,2,0,0,8,0,Abbeville,,,1/1/1907,5/11/1953,10/17/2013,Non-Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,http://www.abbevillefirst.com,71458,71458,67440,0,4018,0,0,0,24675,22830.0,46783,1915.0,18291.0,26577.0,48628.0,13399.0,58059.0,70473.0,63235,7048.0,0.0,0.0,0.0
29,19795,16035,198149,3612794.0,ABBYBANK,Abbotsford,WI,54405,6/30/2020,8/17/2020,NM,401 E. Spruce St.,ABBY BCORP INC,8,0,0,4,0,Marathon,48140.0,"Wausau, WI",3/1/1968,3/1/1968,10/25/2019,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Chicago,Central,Central,0,1,www.abbybank.com,516571,516571,459985,0,36977,19609,0,0,155626,155626.0,360945,62311.0,115940.0,182694.0,360945.0,106938.0,409633.0,453541.0,429677,36880.0,24246.0,24246.0,19609.0
30,26590,13875,61476,3728930.0,ABINGTON BANK,Abington,MA,2351,6/30/2020,8/17/2020,SM,6 Harrison Ave.,HOMETOWN FINANCIAL GROUP MHC,6,0,0,4,0,Plymouth,14460.0,"Boston-Cambridge-Newton, MA-NH",1/1/1916,3/6/1986,5/18/2019,Stock,0,0,FED,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,0,www.abingtonbank.com,455522,455522,436385,2,11649,7486,0,0,57017,16071.0,398505,53894.0,197585.0,147026.0,439451.0,16043.0,439479.0,400273.0,382051,26502.0,6030.0,6030.0,7486.0
31,19600,0,535753,2107707.0,"ACADEMY BANK, NATIONAL ASSOCIATION",Kansas City,MO,64154,6/30/2020,8/17/2020,N,8551 N Boardwalk Ave.,DICKINSON FINANCIAL CORP II,82,0,1,4,0,Platte,28140.0,"Kansas City, MO-KS",6/15/1966,6/15/1966,10/18/2019,Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,0,www.academybank.com,1992915,1992915,1856217,2,24699,111996,0,0,537964,537964.0,1454950,435643.0,98034.0,921273.0,1454950.0,417113.0,1575802.0,1770380.0,1436205,53879.0,45001.0,45001.0,72432.0
32,4061,13760,266253,1055708.0,ACB BANK,Cherokee,OK,73728,6/30/2020,8/17/2020,NM,323 S Grand St.,ALFALFA COUNTY BANCSHARES INC,3,0,0,2,1,Alfalfa,,,1/29/1908,1/1/1934,5/13/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,www.acbbank.net,111253,111253,95449,0,15794,10,0,0,44362,19247.0,66891,1915.0,10548.0,54429.0,92006.0,19247.0,92006.0,105473.0,91989,789.0,1034.0,1034.0,31748.0
33,58727,0,3614837,3637939.0,ACCESS BANK,Omaha,NE,68114,6/30/2020,8/17/2020,NM,8712 W. Dodge Rd.,3MV BCORP INC,7,0,0,4,0,Douglas,36540.0,"Omaha-Council Bluffs, NE-IA",12/10/2007,12/10/2007,5/6/2017,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,Western,0,1,WWW.ACCESSBANK.COM,584149,584149,563821,0,19582,746,0,0,57525,57525.0,526624,136705.0,307682.0,82237.0,526624.0,211142.0,373007.0,560206.0,294227,6109.0,20669.0,0.0,249.0
34,58562,0,3535848,4556381.0,ACCESSBANK TEXAS,Denton,TX,76201,6/30/2020,8/17/2020,NM,"320 W. Eagle Drive, # 100",ACCESS BCORP INC,5,0,0,4,0,Denton,19100.0,"Dallas-Fort Worth-Arlington, TX",10/22/2007,10/22/2007,5/16/2016,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,http://WWW.ACCESSBANKTX.COM,450592,450592,415966,0,34180,446,0,0,190867,190867.0,259725,138534.0,6645.0,114546.0,259725.0,132503.0,318089.0,408306.0,272665,8228.0,0.0,0.0,446.0
35,7506,12499,5210,1117464.0,ACNB BANK,Gettysburg,PA,17325,6/30/2020,8/17/2020,NM,16 Lincoln Sq.,ACNB CORP,33,0,1,4,0,Adams,23900.0,"Gettysburg, PA",4/11/1857,1/1/1934,1/11/2020,Stock,0,1,FDIC,DIF,New York,NEW YORK,Harrisburg,Philadelphia,Northeastern,Northeast,0,0,http://www.acnb.com,2040840,2040840,1871878,9,168208,745,0,0,186865,116967.0,1853975,283108.0,1082220.0,488647.0,1923873.0,94448.0,1946392.0,1946331.0,1792076,83339.0,0.0,0.0,9568.0
36,18489,12279,463650,5006472.0,ADAMS BANK & TRUST,Ogallala,NE,69153,6/30/2020,8/17/2020,SM,315 N. Spruce St.,ADAGE LLC,20,0,1,2,0,Keith,,,2/26/1962,2/26/1962,10/3/2017,Stock,0,1,FED,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,Western,0,1,http://www.abtbank.com,823076,823076,697131,0,122402,3543,0,0,174934,130873.0,648142,217438.0,231855.0,198849.0,692203.0,179878.0,643198.0,789785.0,682251,21050.0,3053.0,0.0,0.0
37,90140,12033,343903,,ADAMS COMMUNITY BANK,Adams,MA,1220,6/30/2020,8/17/2020,SB,2 Ctr. St.,,8,0,0,5,0,Berkshire,38340.0,"Pittsfield, MA",5/1/1869,7/24/1985,1/1/2016,Non-Stock,0,1,FDIC,DIF,New York,NEW YORK,Springfield Ma,Boston,Northeastern,Northeast,0,1,www.adamscommunity.com,581246,581246,436695,1,144550,0,0,0,156396,85738.0,424850,185942.0,109803.0,129106.0,495508.0,79579.0,501667.0,541222.0,408609,32536.0,17581.0,17581.0,0.0
38,14311,0,9553,1053870.0,ADAMS COUNTY BANK,Kenesaw,NE,68956,6/30/2020,8/17/2020,NM,401 N. Smith Ave.,FIRST KENESAW CO,2,0,0,2,1,Adams,,,1/1/1878,1/1/1934,6/1/2010,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,Western,0,1,http://www.adamscountybank.net,124424,124424,102593,0,18359,3472,0,0,47017,20709.0,77407,8052.0,19931.0,49423.0,103715.0,20709.0,103715.0,109922.0,105921,7234.0,8456.0,8456.0,993.0
39,9812,0,332756,,ADAMS STATE BANK,Adams,NE,68301,6/30/2020,8/17/2020,NM,649 Main St.,,1,0,0,2,1,Gage,,,1/18/1918,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,Western,0,1,www.adamsstate.com,43166,43166,37908,0,5258,0,0,0,20887,11586.0,22279,597.0,8446.0,13236.0,31580.0,11586.0,31580.0,41437.0,35904,2097.0,493.0,493.0,0.0
40,28380,1473,101671,2467474.0,ADIRONDACK BANK,Utica,NY,13501,6/30/2020,8/17/2020,SM,185 Genesee St.,ADIRONDACK BCORP INC,19,0,0,4,0,Oneida,46540.0,"Utica-Rome, NY",1/1/1898,1/25/1936,1/1/2014,Stock,0,0,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1,www.adirondackbank.com,785122,785122,578324,0,206799,0,0,0,82801,69495.0,702322,38965.0,546382.0,116975.0,715628.0,284757.0,500365.0,677900.0,527428,4151.0,25129.0,25129.0,0.0
41,8251,0,94858,1399505.0,ADRIAN BANK,Adrian,MO,64720,6/30/2020,8/17/2020,SM,130 E. Main St.,ADRIAN BANCSHARES INC,3,0,0,2,1,Bates,28140.0,"Kansas City, MO-KS",10/18/1932,1/1/1934,1/1/2012,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.adrianbank.com,136318,136318,119863,0,16455,0,0,0,60561,34703.0,75757,19564.0,19206.0,36987.0,101615.0,34703.0,101615.0,130450.0,119183,4568.0,0.0,0.0,2157.0
42,8822,0,293352,1125254.0,ADRIAN STATE BANK,Adrian,MN,56110,6/30/2020,8/17/2020,NM,322 Maine Ave.,ADRIAN BUILDING CORP,1,0,0,2,1,Nobles,,,10/23/1889,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Central,West,0,1,www.adrianstatebank.com,49395,49395,40106,0,9289,0,0,0,14969,11882.0,34426,10615.0,6257.0,17554.0,37513.0,11882.0,37513.0,44452.0,38837,2160.0,4429.0,0.0,0.0
43,10375,14584,189549,3155273.0,ADVANTAGE COMMUNITY BANK,Dorchester,WI,54425,6/30/2020,8/17/2020,NM,101 W Business County Rd. A,ADVANTAGE CMTY BANCSHARES INC,4,0,0,4,0,Clark,,,8/9/1906,1/1/1934,7/1/2016,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Chicago,Central,Central,0,1,www.advantagecommunity.com,134983,134983,127973,0,7007,3,0,0,45918,22593.0,89065,22908.0,39583.0,26574.0,112390.0,22600.0,112383.0,131906.0,121187,8898.0,735.0,735.0,0.0
44,34885,14544,965789,5189450.0,"AFFILIATED BANK, NATIONAL ASSOCIATION",Bedford,TX,76021,6/30/2020,8/17/2020,N,500 Harwood Rd.,SBH MANAGER LLC,4,0,0,4,0,Tarrant,19100.0,"Dallas-Fort Worth-Arlington, TX",1/1/1959,6/1/1998,2/28/2018,Stock,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.affiliatedbank.com,891146,891146,847878,0,31132,12136,0,0,276798,267287.0,614348,260644.0,16434.0,337271.0,623859.0,219677.0,671469.0,776378.0,598470,21437.0,8481.0,8481.0,6676.0
45,35267,14939,2909330,,AIG FEDERAL SAVINGS BANK,Wilmington,DE,19809,6/30/2020,8/17/2020,SA,"503 Carr Rd, # 130",,1,0,0,5,0,New Castle,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5/15/2000,5/15/2000,12/15/2014,Stock,0,1,OCC,DIF,New York,NEW YORK,Claymont,Philadelphia,Northeastern,Northeast,0,0,,500,500,500,0,0,0,0,0,0,0.0,500,0.0,0.0,500.0,500.0,0.0,500.0,0.0,250,0.0,0.0,0.0,0.0
46,3304,0,1006951,3183959.0,AIMBANK,Littlefield,TX,79339,6/30/2020,8/17/2020,NM,337 Phelps Ave.,AIM BANCSHARES INC,25,0,1,4,0,Lamb,,,9/19/1925,1/1/1934,10/18/2019,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,aim.bank,1689715,1689715,1487800,0,200573,1342,0,0,150284,150284.0,1539431,783330.0,384513.0,371587.0,1539431.0,604112.0,1085603.0,1518400.0,974926,27583.0,0.0,0.0,0.0
