,cert,name_x,city_x,state_x,zip_x,cb_x,inst.webaddr_x,NTRCDSM_x,NTRTMMED_x,Quarter_Date_x,IDcd3less_x,IDcd3t12s_x,IDcd1t3s_x,NTRTMLGJ_x,name_y,city_y,state_y,zip_y,cb_y,inst.webaddr_y,NTRCDSM_y,NTRTMMED_y,Quarter_Date_y,IDcd3less_y,IDcd3t12s_y,IDcd1t3s_y,NTRTMLGJ_y
0,4829,1880 BANK,Cambridge,MD,21613,1,www.1880bank.com,29524.0,20598.0,2020-06-30,6391.0,13517.0,18404.0,13738.0,1880 BANK,Cambridge,MD,21613,1,www.1880bank.com,29849.0,20819.0,2020-03-30,6209.0,13400.0,15950.0,16802.0
1,57899,1ST ADVANTAGE BANK,Saint Peters,MO,63376,1,www.1stadvantagebank.com,14109.0,17087.0,2020-06-30,8362.0,17092.0,5060.0,10015.0,1ST ADVANTAGE BANK,Saint Peters,MO,63376,1,www.1stadvantagebank.com,14291.0,18979.0,2020-03-30,11957.0,17547.0,3284.0,11782.0
2,22039,1ST BANK,Broadus,MT,59317,1,www.our1stbank.com,3387.0,3060.0,2020-06-30,1433.0,4203.0,614.0,1498.0,1ST BANK,Broadus,MT,59317,1,www.our1stbank.com,3382.0,3056.0,2020-03-30,1052.0,4430.0,760.0,1498.0
3,4122,1ST BANK IN HOMINY,Hominy,OK,74035,1,http://www.1stbankhominy.com,7484.0,5369.0,2020-06-30,3678.0,7069.0,1971.0,2211.0,1ST BANK IN HOMINY,Hominy,OK,74035,1,http://www.1stbankhominy.com,7595.0,5226.0,2020-03-30,3767.0,7065.0,1854.0,2203.0
4,30367,1ST BANK OF SEA ISLE CITY,Sea Isle City,NJ,8243,1,www.1stbankseaisle.com,11101.0,6532.0,2020-06-30,5826.0,4982.0,5585.0,10781.0,1ST BANK OF SEA ISLE CITY,Sea Isle City,NJ,8243,1,www.1stbankseaisle.com,11335.0,6673.0,2020-03-30,3115.0,8338.0,5129.0,10795.0
5,57298,1ST BANK YUMA,Yuma,AZ,85364,1,http://www.1stbankyuma.com,10084.0,11805.0,2020-06-30,6876.0,9554.0,4235.0,12856.0,1ST BANK YUMA,Yuma,AZ,85364,1,http://www.1stbankyuma.com,10280.0,11457.0,2020-03-30,7891.0,8205.0,4657.0,13355.0
6,32487,1ST CAMERON STATE BANK,Cameron,MO,64429,1,www.1stcameron.com,4491.0,1926.0,2020-06-30,1647.0,2805.0,1232.0,1174.0,1ST CAMERON STATE BANK,Cameron,MO,64429,1,www.1stcameron.com,4562.0,1922.0,2020-03-30,1421.0,3143.0,947.0,1183.0
7,58485,1ST CAPITAL BANK,Salinas,CA,93901,1,www.1stcapital.bank,2946.0,6951.0,2020-06-30,3508.0,5718.0,670.0,9134.0,1ST CAPITAL BANK,Salinas,CA,93901,1,www.1stcapital.bank,3072.0,7238.0,2020-03-30,2590.0,7301.0,419.0,9090.0
8,35456,1ST COLONIAL COMMUNITY BANK,Collingswood,NJ,8108,1,http://www.1stcolonial.com,43117.0,36888.0,2020-06-30,20853.0,23008.0,29860.0,38970.0,1ST COLONIAL COMMUNITY BANK,Collingswood,NJ,8108,1,http://www.1stcolonial.com,44565.0,41723.0,2020-03-30,16162.0,36819.0,28152.0,47639.0
9,11706,1ST COMMUNITY BANK,Sherrard,IL,61281,1,http://www.1stcommunitybanks.com,10089.0,6118.0,2020-06-30,2298.0,7685.0,5099.0,5786.0,1ST COMMUNITY BANK,Sherrard,IL,61281,1,http://www.1stcommunitybanks.com,10069.0,6838.0,2020-03-30,1844.0,8648.0,5503.0,7068.0
10,27552,1ST CONSTITUTION BANK,Cranbury,NJ,8512,1,www.1stconstitution.com,89848.0,198379.0,2020-06-30,96953.0,135149.0,51275.0,41385.0,1ST CONSTITUTION BANK,Cranbury,NJ,8512,1,www.1stconstitution.com,95497.0,193617.0,2020-03-30,82764.0,138778.0,62490.0,46239.0
11,34393,1ST EQUITY BANK,Skokie,IL,60076,1,www.1stequitybank.net,16620.0,38718.0,2020-06-30,8903.0,33695.0,10867.0,6712.0,1ST EQUITY BANK,Skokie,IL,60076,1,www.1stequitybank.net,9454.0,24359.0,2020-03-30,7590.0,17858.0,6521.0,4461.0
12,31410,"1ST FEDERAL SAVINGS BANK OF SC, INC.",Walterboro,SC,29488,1,www.1stfederalofsc.com,14368.0,8476.0,2020-06-30,3181.0,15559.0,4002.0,3263.0,"1ST FEDERAL SAVINGS BANK OF SC, INC.",Walterboro,SC,29488,1,www.1stfederalofsc.com,14132.0,9426.0,2020-03-30,5231.0,14101.0,4082.0,3775.0
13,1673,1ST FINANCIAL BANK USA,Dakota Dunes,SD,57049,0,http://www.1fbusa.com,210489.0,168170.0,2020-06-30,81335.0,158800.0,97149.0,7648.0,1ST FINANCIAL BANK USA,Dakota Dunes,SD,57049,0,http://www.1fbusa.com,305936.0,104175.0,2020-03-30,31485.0,67335.0,61215.0,7356.0
14,6646,1ST NATIONAL BANK,Lebanon,OH,45036,1,WWW.BANKWITH1ST.COM,27501.0,37626.0,2020-06-30,4327.0,47501.0,12317.0,18538.0,1ST NATIONAL BANK,Lebanon,OH,45036,1,WWW.BANKWITH1ST.COM,27061.0,35560.0,2020-03-30,6204.0,37021.0,18101.0,19368.0
15,57633,1ST SECURITY BANK OF WASHINGTON,Mountlake Terrac,WA,98043,1,WWW.FSBWA.com,321634.0,166543.0,2020-06-30,196482.0,137701.0,131913.0,84992.0,1ST SECURITY BANK OF WASHINGTON,Mountlake Terrac,WA,98043,1,WWW.FSBWA.com,263787.0,176323.0,2020-03-30,87966.0,192660.0,134148.0,85185.0
16,9087,1ST SOURCE BANK,South Bend,IN,46601,1,www.1stsource.com,822970.0,382136.0,2020-06-30,351218.0,492367.0,300057.0,284276.0,1ST SOURCE BANK,South Bend,IN,46601,1,www.1stsource.com,894847.0,391836.0,2020-03-30,287150.0,674057.0,263085.0,328158.0
17,57626,1ST STATE BANK,Saginaw,MI,48604,1,www.1ststatebk.com,6265.0,5680.0,2020-06-30,3270.0,6611.0,1866.0,5323.0,1ST STATE BANK,Saginaw,MI,48604,1,www.1ststatebk.com,6529.0,5764.0,2020-03-30,1989.0,7392.0,2722.0,5306.0
18,22543,1ST STATE BANK OF MASON CITY,Mason City,IL,62664,1,www.1ststatebankmc.com,4827.0,2980.0,2020-06-30,1399.0,3727.0,2256.0,271.0,1ST STATE BANK OF MASON CITY,Mason City,IL,62664,1,www.1ststatebankmc.com,4929.0,2971.0,2020-03-30,989.0,4109.0,2288.0,271.0
19,8426,1ST SUMMIT BANK,Johnstown,PA,15904,1,http://www.1stsummit.bank,248349.0,114586.0,2020-06-30,83386.0,123772.0,138198.0,69328.0,1ST SUMMIT BANK,Johnstown,PA,15904,1,http://www.1stsummit.bank,249662.0,114041.0,2020-03-30,66244.0,131992.0,145906.0,73206.0
20,57869,"1ST TRUST BANK, INC.",Hazard,KY,41701,1,https://www.1tbi.com,49676.0,47706.0,2020-06-30,22937.0,53101.0,19251.0,47261.0,"1ST TRUST BANK, INC.",Hazard,KY,41701,1,https://www.1tbi.com,49106.0,48118.0,2020-03-30,21207.0,55224.0,18702.0,48328.0
21,31249,1ST UNITED BANK,Faribault,MN,55021,1,www.1stunited.com,7272.0,1882.0,2020-06-30,2268.0,6050.0,836.0,854.0,1ST UNITED BANK,Faribault,MN,55021,1,www.1stunited.com,7360.0,2132.0,2020-03-30,3225.0,5354.0,913.0,854.0
22,9751,21ST CENTURY BANK,Loretto,MN,55357,1,http://www.21stcenturybank.com,124866.0,11542.0,2020-06-30,29296.0,62240.0,43853.0,3872.0,21ST CENTURY BANK,Loretto,MN,55357,1,http://www.21stcenturybank.com,156442.0,10548.0,2020-03-30,57645.0,80238.0,28721.0,3867.0
23,16910,22ND STATE BANK,Louisville,AL,36048,1,www.22ndstatebank.com,19522.0,32061.0,2020-06-30,4148.0,39367.0,7859.0,11760.0,22ND STATE BANK,Louisville,AL,36048,1,www.22ndstatebank.com,20031.0,31626.0,2020-03-30,14689.0,26647.0,10029.0,16943.0
24,91005,5STAR BANK,Colorado Springs,CO,80914,1,http://www.5star.bank,9339.0,67279.0,2020-06-30,3713.0,54063.0,13952.0,12349.0,5STAR BANK,Colorado Springs,CO,80914,1,http://www.5star.bank,9709.0,43193.0,2020-03-30,3713.0,30347.0,13952.0,12349.0
25,35029,AB&T,Albany,GA,31708,1,www.abtgold.com,6682.0,4483.0,2020-06-30,2778.0,6146.0,2146.0,3849.0,AB&T,Albany,GA,31708,1,www.abtgold.com,6468.0,4576.0,2020-03-30,1647.0,7136.0,1791.0,3579.0
26,32257,ABACUS FEDERAL SAVINGS BANK,New York,NY,10013,1,www.abacusbank.com,28127.0,94552.0,2020-06-30,13970.0,31736.0,56431.0,8887.0,ABACUS FEDERAL SAVINGS BANK,New York,NY,10013,1,www.abacusbank.com,28882.0,94192.0,2020-03-30,8448.0,77564.0,21434.0,8084.0
27,30332,ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK),Abbeville,LA,70510,1,www.abbemae.com,5393.0,5847.0,2020-06-30,1697.0,3549.0,5851.0,3475.0,ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK),Abbeville,LA,70510,1,www.abbemae.com,5304.0,4426.0,2020-03-30,1398.0,3569.0,4599.0,3217.0
28,30619,"ABBEVILLE FIRST BANK, SSB",Abbeville,SC,29620,1,http://www.abbevillefirst.com,13841.0,11751.0,2020-06-30,6191.0,12583.0,6622.0,985.0,"ABBEVILLE FIRST BANK, SSB",Abbeville,SC,29620,1,http://www.abbevillefirst.com,14275.0,12130.0,2020-03-30,4693.0,14478.0,7231.0,1014.0
29,19795,ABBYBANK,Abbotsford,WI,54405,1,www.abbybank.com,79786.0,64124.0,2020-06-30,34532.0,63956.0,41606.0,38784.0,ABBYBANK,Abbotsford,WI,54405,1,www.abbybank.com,83094.0,60207.0,2020-03-30,34055.0,59689.0,44819.0,41224.0
30,26590,ABINGTON BANK,Abington,MA,2351,0,www.abingtonbank.com,53656.0,44151.0,2020-06-30,17793.0,48977.0,26201.0,49219.0,ABINGTON BANK,Abington,MA,2351,0,www.abingtonbank.com,55480.0,46375.0,2020-03-30,20341.0,46856.0,29307.0,48962.0
31,19600,"ACADEMY BANK, NATIONAL ASSOCIATION",Kansas City,MO,64154,0,www.academybank.com,283051.0,460688.0,2020-06-30,101970.0,473746.0,151131.0,177534.0,"ACADEMY BANK, NATIONAL ASSOCIATION",Kansas City,MO,64154,0,www.academybank.com,294677.0,486858.0,2020-03-30,119525.0,370003.0,274284.0,166434.0
32,4061,ACB BANK,Cherokee,OK,73728,1,www.acbbank.net,5282.0,44401.0,2020-06-30,12516.0,23102.0,13674.0,4746.0,ACB BANK,Cherokee,OK,73728,1,www.acbbank.net,5434.0,49581.0,2020-03-30,10115.0,29023.0,15483.0,4591.0
33,58727,ACCESS BANK,Omaha,NE,68114,1,WWW.ACCESSBANK.COM,39899.0,18395.0,2020-06-30,5008.0,23949.0,19363.0,23943.0,ACCESS BANK,Omaha,NE,68114,1,WWW.ACCESSBANK.COM,47453.0,18773.0,2020-03-30,13355.0,22784.0,18889.0,22955.0
34,58562,ACCESSBANK TEXAS,Denton,TX,76201,1,http://WWW.ACCESSBANKTX.COM,20869.0,51391.0,2020-06-30,12881.0,40227.0,18431.0,42286.0,ACCESSBANK TEXAS,Denton,TX,76201,1,http://WWW.ACCESSBANKTX.COM,21203.0,51718.0,2020-03-30,11544.0,40837.0,19860.0,43560.0
35,7506,ACNB BANK,Gettysburg,PA,17325,0,http://www.acnb.com,247980.0,146158.0,2020-06-30,88879.0,210083.0,79764.0,94509.0,ACNB BANK,Gettysburg,PA,17325,0,http://www.acnb.com,251510.0,148551.0,2020-03-30,78046.0,215409.0,90577.0,105893.0
36,18489,ADAMS BANK & TRUST,Ogallala,NE,69153,1,http://www.abtbank.com,70847.0,94711.0,2020-06-30,39833.0,71091.0,46003.0,33291.0,ADAMS BANK & TRUST,Ogallala,NE,69153,1,http://www.abtbank.com,71749.0,85139.0,2020-03-30,26272.0,66443.0,55238.0,40627.0
37,90140,ADAMS COMMUNITY BANK,Adams,MA,1220,1,www.adamscommunity.com,76616.0,30047.0,2020-06-30,22351.0,51111.0,30144.0,22443.0,ADAMS COMMUNITY BANK,Adams,MA,1220,1,www.adamscommunity.com,82364.0,32387.0,2020-03-30,17683.0,62103.0,32427.0,24280.0
38,14311,ADAMS COUNTY BANK,Kenesaw,NE,68956,1,http://www.adamscountybank.net,17651.0,25726.0,2020-06-30,4340.0,26039.0,11555.0,6046.0,ADAMS COUNTY BANK,Kenesaw,NE,68956,1,http://www.adamscountybank.net,17497.0,22213.0,2020-03-30,3628.0,22748.0,11898.0,6033.0
39,9812,ADAMS STATE BANK,Adams,NE,68301,1,www.adamsstate.com,6891.0,5109.0,2020-06-30,1093.0,6462.0,3956.0,1236.0,ADAMS STATE BANK,Adams,NE,68301,1,www.adamsstate.com,6724.0,4452.0,2020-03-30,1013.0,5324.0,4149.0,1229.0
40,28380,ADIRONDACK BANK,Utica,NY,13501,1,www.adirondackbank.com,22642.0,12240.0,2020-06-30,8432.0,15881.0,7602.0,82093.0,ADIRONDACK BANK,Utica,NY,13501,1,www.adirondackbank.com,23104.0,11737.0,2020-03-30,7502.0,16189.0,7494.0,98125.0
41,8251,ADRIAN BANK,Adrian,MO,64720,1,www.adrianbank.com,20930.0,10189.0,2020-06-30,5713.0,16566.0,6729.0,5868.0,ADRIAN BANK,Adrian,MO,64720,1,www.adrianbank.com,20664.0,9502.0,2020-03-30,5307.0,14831.0,7454.0,3709.0
42,8822,ADRIAN STATE BANK,Adrian,MN,56110,1,www.adrianstatebank.com,7289.0,5322.0,2020-06-30,1481.0,6341.0,3842.0,4943.0,ADRIAN STATE BANK,Adrian,MN,56110,1,www.adrianstatebank.com,6981.0,4978.0,2020-03-30,1664.0,6422.0,3104.0,4943.0
43,10375,ADVANTAGE COMMUNITY BANK,Dorchester,WI,54425,1,www.advantagecommunity.com,17996.0,6236.0,2020-06-30,3439.0,9490.0,9374.0,2342.0,ADVANTAGE COMMUNITY BANK,Dorchester,WI,54425,1,www.advantagecommunity.com,18081.0,6825.0,2020-03-30,4205.0,9177.0,9397.0,2039.0
44,34885,"AFFILIATED BANK, NATIONAL ASSOCIATION",Bedford,TX,76021,1,www.affiliatedbank.com,55079.0,175905.0,2020-06-30,55741.0,124840.0,45798.0,106287.0,"AFFILIATED BANK, NATIONAL ASSOCIATION",Bedford,TX,76021,1,www.affiliatedbank.com,62308.0,204803.0,2020-03-30,65816.0,136439.0,56009.0,110624.0
45,35267,AIG FEDERAL SAVINGS BANK,Wilmington,DE,19809,0,,0.0,0.0,2020-06-30,0.0,0.0,0.0,500.0,AIG FEDERAL SAVINGS BANK,Wilmington,DE,19809,0,,0.0,0.0,2020-03-30,0.0,0.0,0.0,500.0
46,3304,AIMBANK,Littlefield,TX,79339,1,aim.bank,69414.0,130858.0,2020-06-30,33784.0,133561.0,30933.0,171315.0,AIMBANK,Littlefield,TX,79339,1,aim.bank,72927.0,146875.0,2020-03-30,72130.0,114670.0,30707.0,190129.0
47,35314,ALAMERICA BANK,Birmingham,AL,35205,1,http://alamericabank.com,2818.0,6428.0,2020-06-30,683.0,3836.0,2428.0,922.0,ALAMERICA BANK,Birmingham,AL,35205,1,http://alamericabank.com,2787.0,6466.0,2020-03-30,1072.0,2706.0,2614.0,917.0
48,13947,ALAMOSA STATE BANK,Alamosa,CO,81101,1,http://www.alamosastatebank.com,8272.0,16398.0,2020-06-30,6445.0,16498.0,1727.0,17299.0,ALAMOSA STATE BANK,Alamosa,CO,81101,1,http://www.alamosastatebank.com,8413.0,16519.0,2020-03-30,11596.0,11748.0,1588.0,15055.0
49,17230,ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION,Chicago,IL,60625,1,www.albanybank.com,33771.0,40866.0,2020-06-30,18146.0,36013.0,17252.0,110022.0,ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION,Chicago,IL,60625,1,www.albanybank.com,33395.0,39753.0,2020-03-30,13689.0,38738.0,17191.0,108780.0
50,17622,ALDEN STATE BANK,Alden,MI,49612,1,http://www.aldenbank.com,13950.0,14607.0,2020-06-30,4937.0,15155.0,4649.0,5024.0,ALDEN STATE BANK,Alden,MI,49612,1,http://www.aldenbank.com,14088.0,15203.0,2020-03-30,5011.0,14708.0,6047.0,5725.0
51,9831,ALDEN STATE BANK,Alden,NY,14004,1,WWW.ALDENSTATE.COM,36043.0,16940.0,2020-06-30,8311.0,32788.0,10993.0,15860.0,ALDEN STATE BANK,Alden,NY,14004,1,WWW.ALDENSTATE.COM,36524.0,17409.0,2020-03-30,16118.0,24756.0,12034.0,15370.0
52,3931,"ALERUS FINANCIAL, NATIONAL ASSOCIATION",Grand Forks,ND,58201,1,http://www.alerus.com,85322.0,65834.0,2020-06-30,51844.0,70218.0,16917.0,52574.0,"ALERUS FINANCIAL, NATIONAL ASSOCIATION",Grand Forks,ND,58201,1,http://www.alerus.com,85689.0,66956.0,2020-03-30,59145.0,61792.0,18654.0,48723.0
53,13080,ALGONQUIN STATE BANK,Algonquin,IL,60102,1,http://www.algonquinstatebank.com,7968.0,2610.0,2020-06-30,1432.0,6158.0,2391.0,1401.0,ALGONQUIN STATE BANK,Algonquin,IL,60102,1,http://www.algonquinstatebank.com,8105.0,2726.0,2020-03-30,1317.0,5467.0,3309.0,1396.0
54,20093,ALL AMERICA BANK,Oklahoma City,OK,73128,1,https://www.allamerica.bank,34259.0,41003.0,2020-06-30,21086.0,41176.0,9315.0,9385.0,ALL AMERICA BANK,Oklahoma City,OK,73128,1,https://www.allamerica.bank,35505.0,42592.0,2020-03-30,21179.0,42833.0,10129.0,9717.0
55,58629,ALLEGIANCE BANK,Houston,TX,77040,1,www.allegiancebank.com,518490.0,382499.0,2020-06-30,162953.0,361233.0,308603.0,399804.0,ALLEGIANCE BANK,Houston,TX,77040,1,www.allegiancebank.com,341471.0,420688.0,2020-03-30,189509.0,309872.0,240003.0,521725.0
56,197,ALLIANCE BANK,Francesville,IN,47946,1,www.myalliancebank.com,17663.0,12937.0,2020-06-30,7733.0,13714.0,7304.0,8900.0,ALLIANCE BANK,Francesville,IN,47946,1,www.myalliancebank.com,17864.0,13600.0,2020-03-30,4111.0,18904.0,6593.0,11017.0
57,11569,ALLIANCE BANK,Sulphur Springs,TX,75482,1,alliancebank.com,76110.0,50928.0,2020-06-30,25746.0,64140.0,29730.0,24758.0,ALLIANCE BANK,Sulphur Springs,TX,75482,1,alliancebank.com,77244.0,45959.0,2020-03-30,28535.0,56080.0,31557.0,26312.0
58,34930,ALLIANCE BANK,Topeka,KS,66614,1,http://www.alliancebankks.com,13375.0,15795.0,2020-06-30,4999.0,14372.0,9104.0,7949.0,ALLIANCE BANK,Topeka,KS,66614,1,http://www.alliancebankks.com,13238.0,16690.0,2020-03-30,4961.0,12533.0,11009.0,6657.0
59,12511,ALLIANCE BANK,Mondovi,WI,54755,1,www.alliancebank.us,32295.0,13101.0,2020-06-30,8001.0,21874.0,10352.0,8336.0,ALLIANCE BANK,Mondovi,WI,54755,1,www.alliancebank.us,33278.0,14006.0,2020-03-30,9470.0,21344.0,11656.0,7816.0
60,10973,ALLIANCE BANK,Lake City,MN,55041,1,http://www.alliancebanks.com,57177.0,39912.0,2020-06-30,18903.0,64794.0,11294.0,42139.0,ALLIANCE BANK,Lake City,MN,55041,1,http://www.alliancebanks.com,56884.0,38608.0,2020-03-30,16674.0,64747.0,12008.0,41713.0
61,34566,ALLIANCE BANK,Cape Girardeau,MO,63701,1,www.alliancebanking.com,23064.0,16125.0,2020-06-30,10842.0,23017.0,4910.0,6302.0,ALLIANCE BANK,Cape Girardeau,MO,63701,1,www.alliancebanking.com,23485.0,16973.0,2020-03-30,7073.0,27154.0,5928.0,4536.0
62,57733,ALLIANCE BANK & TRUST COMPANY,Gastonia,NC,28054,1,www.alliancebanknc.com,6776.0,5932.0,2020-06-30,3901.0,6236.0,1434.0,4344.0,ALLIANCE BANK & TRUST COMPANY,Gastonia,NC,28054,1,www.alliancebanknc.com,7937.0,7961.0,2020-03-30,6075.0,7537.0,1661.0,4839.0
63,15657,ALLIANCE BANK CENTRAL TEXAS,Waco,TX,76710,1,https://www.alliancebanktexas.com,11553.0,19259.0,2020-06-30,5633.0,18950.0,5508.0,46007.0,ALLIANCE BANK CENTRAL TEXAS,Waco,TX,76710,1,https://www.alliancebanktexas.com,11473.0,25889.0,2020-03-30,15950.0,15005.0,5673.0,62169.0
64,9631,ALLIANCE COMMUNITY BANK,Petersburg,IL,62675,1,www.bankacb.com,34948.0,20975.0,2020-06-30,15197.0,22617.0,14241.0,4060.0,ALLIANCE COMMUNITY BANK,Petersburg,IL,62675,1,www.bankacb.com,35673.0,21872.0,2020-03-30,18497.0,20159.0,14774.0,3780.0
65,1946,ALLIANT BANK,Madison,MO,65263,1,http://www.alliantbank.com,9253.0,26754.0,2020-06-30,9066.0,13551.0,12286.0,4308.0,ALLIANT BANK,Madison,MO,65263,1,http://www.alliantbank.com,9808.0,28528.0,2020-03-30,5908.0,20035.0,11100.0,5168.0
66,55130,"ALLIED FIRST BANK,SB",Oswego,IL,60543,1,http://www.alliedfirst.com,4511.0,13561.0,2020-06-30,2074.0,3454.0,7830.0,2542.0,"ALLIED FIRST BANK,SB",Oswego,IL,60543,1,http://www.alliedfirst.com,4573.0,13915.0,2020-03-30,1389.0,4109.0,8353.0,2529.0
67,4051,ALLNATIONS BANK,Calumet,OK,73014,1,http://www.anbok.com,1580.0,1068.0,2020-06-30,1624.0,743.0,278.0,0.0,ALLNATIONS BANK,Calumet,OK,73014,1,http://www.anbok.com,1581.0,1068.0,2020-03-30,1186.0,1121.0,340.0,0.0
68,57803,ALLY BANK,Sandy,UT,84070,0,http://www.ally.com,31308000.0,18365000.0,2020-06-30,8399000.0,26416000.0,12976000.0,8668000.0,ALLY BANK,Sandy,UT,84070,0,http://www.ally.com,32643000.0,18187000.0,2020-03-30,9036000.0,26067000.0,13867000.0,8528000.0
69,58424,ALMA BANK,Astoria,NY,11102,1,http://www.almabank.com,116742.0,373429.0,2020-06-30,74492.0,275436.0,99166.0,37348.0,ALMA BANK,Astoria,NY,11102,1,http://www.almabank.com,118152.0,378172.0,2020-03-30,63485.0,250471.0,138984.0,38728.0
70,15426,ALMENA STATE BANK,Almena,KS,67622,1,www.almenastatebank.com,2494.0,41320.0,2020-06-30,4935.0,14826.0,19103.0,1524.0,ALMENA STATE BANK,Almena,KS,67622,1,www.almenastatebank.com,2555.0,42325.0,2020-03-30,2164.0,14766.0,22503.0,1521.0
71,23091,ALPINE BANK,Glenwood Springs,CO,81601,1,http://www.alpinebank.com,138503.0,43530.0,2020-06-30,82191.0,75597.0,18955.0,34581.0,ALPINE BANK,Glenwood Springs,CO,81601,1,http://www.alpinebank.com,59484.0,43088.0,2020-03-30,23035.0,52691.0,21703.0,33211.0
72,35377,ALPINE CAPITAL BANK,New York,NY,10019,1,https://www.alpinecapitalbank.com,1268.0,10229.0,2020-06-30,2197.0,4308.0,3981.0,18522.0,ALPINE CAPITAL BANK,New York,NY,10019,1,https://www.alpinecapitalbank.com,1474.0,10889.0,2020-03-30,2926.0,2413.0,7024.0,18719.0
73,12773,ALTABANK,American Fork,UT,84003,0,www.altabank.com,68226.0,59767.0,2020-06-30,30158.0,41705.0,32307.0,45355.0,ALTABANK,American Fork,UT,84003,0,www.altabank.com,69743.0,60758.0,2020-03-30,32063.0,41534.0,32868.0,42921.0
74,19590,ALTAMAHA BANK AND TRUST COMPANY,Vidalia,GA,30474,1,http://www.altamaha.bank,22614.0,20222.0,2020-06-30,7969.0,26142.0,6418.0,12594.0,ALTAMAHA BANK AND TRUST COMPANY,Vidalia,GA,30474,1,http://www.altamaha.bank,23487.0,19253.0,2020-03-30,6888.0,26125.0,7331.0,7574.0
75,8276,ALTON BANK,Alton,MO,65606,1,www.altonbank.com,6448.0,11795.0,2020-06-30,1995.0,9570.0,3477.0,2125.0,ALTON BANK,Alton,MO,65606,1,www.altonbank.com,6427.0,11715.0,2020-03-30,2811.0,7127.0,4939.0,2121.0
76,27711,ALTOONA FIRST SAVINGS BANK,Altoona,PA,16603,1,www.altoonabank.com,47993.0,35371.0,2020-06-30,15304.0,52001.0,11856.0,14814.0,ALTOONA FIRST SAVINGS BANK,Altoona,PA,16603,1,www.altoonabank.com,48091.0,34542.0,2020-03-30,11120.0,50079.0,17562.0,13897.0
77,9465,ALVA STATE BANK & TRUST COMPANY,Alva,OK,73717,1,WWW.ALVASTATEBANK.COM,34069.0,68828.0,2020-06-30,25391.0,56926.0,17840.0,24444.0,ALVA STATE BANK & TRUST COMPANY,Alva,OK,73717,1,WWW.ALVASTATEBANK.COM,35126.0,69958.0,2020-03-30,24089.0,57503.0,20385.0,25927.0
78,622,AMALGAMATED BANK,New York,NY,10001,0,http://AMALGAMATEDBANK.COM,104313.0,200637.0,2020-06-30,152808.0,133897.0,14133.0,58704.0,AMALGAMATED BANK,New York,NY,10001,0,http://AMALGAMATEDBANK.COM,108759.0,209881.0,2020-03-30,113175.0,186613.0,14588.0,61488.0
79,903,AMALGAMATED BANK OF CHICAGO,Chicago,IL,60602,1,www.aboc.com,15330.0,7071.0,2020-06-30,3327.0,13411.0,5592.0,41909.0,AMALGAMATED BANK OF CHICAGO,Chicago,IL,60602,1,www.aboc.com,15593.0,7258.0,2020-03-30,5194.0,7067.0,10514.0,41127.0
80,14531,AMARILLO NATIONAL BANK,Amarillo,TX,79101,1,www.anb.com,221473.0,425231.0,2020-06-30,265025.0,305576.0,60592.0,406235.0,AMARILLO NATIONAL BANK,Amarillo,TX,79101,1,www.anb.com,226982.0,424679.0,2020-03-30,215864.0,352414.0,66214.0,398682.0
81,28701,AMBLER SAVINGS BANK,Ambler,PA,19002,1,www.amblersav.com,71853.0,41005.0,2020-06-30,16431.0,41736.0,39971.0,15830.0,AMBLER SAVINGS BANK,Ambler,PA,19002,1,www.amblersav.com,73589.0,40767.0,2020-03-30,13385.0,42898.0,41252.0,16551.0
82,6423,AMBOY BANK,Old Bridge,NJ,8857,1,www.amboybank.com,70075.0,143728.0,2020-06-30,44235.0,123738.0,44895.0,173649.0,AMBOY BANK,Old Bridge,NJ,8857,1,www.amboybank.com,74212.0,146848.0,2020-03-30,49712.0,116659.0,53774.0,134375.0
83,22953,"AMERANT BANK, NATIONAL ASSOCIATION",Coral Gables,FL,33134,1,www.amerantbank.com,925322.0,724036.0,2020-06-30,349818.0,680000.0,496233.0,772144.0,"AMERANT BANK, NATIONAL ASSOCIATION",Coral Gables,FL,33134,1,www.amerantbank.com,998075.0,746537.0,2020-03-30,355878.0,634808.0,581056.0,784326.0
84,27267,AMERASIA BANK,Flushing,NY,11355,1,www.amerasiabankny.com,104599.0,148637.0,2020-06-30,62725.0,127422.0,56556.0,120535.0,AMERASIA BANK,Flushing,NY,11355,1,www.amerasiabankny.com,111048.0,160221.0,2020-03-30,76443.0,137494.0,50498.0,122696.0
85,8893,AMERICA'S COMMUNITY BANK,Blue Springs,MO,64015,1,www.amcommbank.com,5141.0,4432.0,2020-06-30,1906.0,5444.0,2058.0,5670.0,AMERICA'S COMMUNITY BANK,Blue Springs,MO,64015,1,www.amcommbank.com,5589.0,5091.0,2020-03-30,3998.0,4902.0,1519.0,5940.0
86,20311,AMERICAN BANK,Bozeman,MT,59715,1,www.americanbankmontana.com,13665.0,5656.0,2020-06-30,4944.0,6395.0,5958.0,3131.0,AMERICAN BANK,Bozeman,MT,59715,1,www.americanbankmontana.com,13822.0,7632.0,2020-03-30,6425.0,7055.0,5921.0,3378.0
